gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	kDa/Protein	cumulativeAbundance
PM0-8623	1948633	1948674	-1	promoter	[b1863, b1864, b1865]	1948633	0								10.0	219231.150707
b1866	1948750	1950522	-1	gene		1948750	0	P21889	Aspartyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=aspS PE=1 SV=1	aspS	Cytoplasm	0.25976226965	0.248421084479	0.243689732729	110.730908037	219341.881615
PM0-10067	1950523	1950701	-1	promoter	[b1866]	1950523	0								10.0	219351.881615
b1867	1950832	1951398	1	gene		1950832	0	P0ADI7							110.730908037	219462.612523
b1868	1951395	1952213	1	gene		1951398	0	P37348							110.730908037	219573.343431
b1869	1952266	1952661	1	gene		1952266	0	P64515							110.730908037	219684.074339
b1870	1952702	1953445	1	gene		1952702	0	P76290							110.730908037	219794.805247
b1871	1953442	1954413	1	gene		1953445	0	P76291							110.730908037	219905.536155
b1872	1954578	1957007	-1	gene		1954578	0	P46923							110.730908037	220016.267063
b1873	1957032	1958132	-1	gene		1957032	0	P52005							110.730908037	220126.997971
micL	1958441	1958520	-1	gene		1958441	0								110.730908037	220237.728879
b1874	1958520	1959266	-1	gene		1958520	0	P67826	Copper homeostasis protein CutC OS=Escherichia coli (strain K12) GN=cutC PE=3 SV=1	cutC	Cytoplasm	0.0029590037559	0.00341787205629	0.00348327609461	110.730908037	220348.459787
PM00599	1958521	1958986	-1	promoter	[micL]	1959266	1								10.0	220358.459787
b1875	1959280	1959846	-1	gene		1959280	0	P52007							110.730908037	220469.190695
PM0-45142	1960001	1960061	1	promoter	[b1876]	1960001	0								10.0	220479.190695
b1876	1960062	1961795	1	gene		1960062	0	P11875	Arginyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=argS PE=1 SV=1	argS	Cytoplasm	0.101002029009	0.103259187968	0.0972127342721	110.730908037	220589.921603
PM0-46313	1961935	1961971	1	promoter	[b1877]	1961935	0								10.0	220599.921603
b1877	1961972	1962460	1	gene		1961972	0	P76296							110.730908037	220710.652512
b1878	1962580	1962972	-1	gene		1962580	0	P76297							110.730908037	220821.38342
b1879	1962972	1965050	-1	gene		1962972	0	P76298							110.730908037	220932.114328
b1880	1965043	1966191	-1	gene		1965050	0	P76299							110.730908037	221042.845236
PM-8790	1966192	1966216	-1	promoter	[b1878, b1879, b1880]	1966192	0								10.0	221052.845236
b1881	1966393	1967037	-1	gene		1966393	0	P0A9H9							110.730908037	221163.576144
b1882	1967048	1967437	-1	gene		1967048	0								110.730908037	221274.307052
b1883	1967452	1968501	-1	gene		1967452	0								110.730908037	221385.03796
b1884	1968504	1969364	-1	gene		1968504	0	P07364							110.730908037	221495.768868
b1885	1969383	1970984	-1	gene		1969383	0	P07018							110.730908037	221606.499776
b1886	1971030	1972691	-1	gene		1971030	0	P07017	Methyl-accepting chemotaxis protein II OS=Escherichia coli (strain K12) GN=tar PE=1 SV=2	tar	Cell inner membrane	0.000584728657993	0.00010739257227	0.000150639523887	110.730908037	221717.230684
PM0-1728	1972692	1972716	-1	promoter	[b1881, b1882, b1883, b1884, b1885, b1886]	1972692	0								10.0	221727.230684
b1887	1972836	1973339	-1	gene		1972836	0	P0A964	Chemotaxis protein CheW OS=Escherichia coli (strain K12) GN=cheW PE=1 SV=1	cheW	Cytoplasm	0.000186194602353	0.000160505116642	0.000137029388762	110.730908037	221837.961592
b1888	1973360	1975324	-1	gene		1973360	0								110.730908037	221948.6925
b1889	1975329	1976255	-1	gene		1975329	0	P0AF06							110.730908037	222059.423408
b1890	1976252	1977139	-1	gene		1976255	0	P09348							110.730908037	222170.154316
PM0-1701	1977140	1977302	-1	promoter	[b1887, b1888, b1889, b1890]	1977140	0								10.0	222180.154316
b1891	1977266	1977844	-1	gene		1977302	0	P0ABY7							110.730908037	222290.885224
b1892	1977847	1978197	-1	gene		1977847	0	P0A8S9							110.730908037	222401.616132
PM0-10472	1978198	1978577	-1	promoter	[b1891, b1892]	1978198	0								10.0	222411.616132
b1893	1978518	1979021	-1	gene		1978577	0								110.730908037	222522.34704
b1894	1978940	1979215	-1	gene		1979021	0	P0CF11							110.730908037	222633.077948
PM0-10068	1979216	1979226	-1	promoter	[b1894, b1893]	1979216	0								10.0	222643.077948
b1895	1979753	1980181	1	gene		1979753	0	P46888							110.730908037	222753.808856
b1896	1980188	1981612	-1	gene		1980188	0	P31677							110.730908037	222864.539764
b1897	1981587	1982387	-1	gene		1981612	0	P31678							110.730908037	222975.270672
PM00534	1981613	1981651	-1	promoter	[b1896]	1982387	1								10.0	222985.270672
PM00533	1982388	1982465	-1	promoter	[b1896, b1897]	1982388	0								10.0	222995.270672
PM0-8102	1982388	1982442	-1	promoter	[b1897, b1896]	1982465	1								10.0	223005.270672
b4460	1982554	1983540	-1	gene		1982554	0	P0AE26							110.730908037	223116.00158
b1900	1983555	1985069	-1	gene		1983555	0	P0AAF3							110.730908037	223226.732488
b1901	1985139	1986128	-1	gene		1985139	0	P02924	L-arabinose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=araF PE=1 SV=2	araF	Periplasm	0.00195484454691	0.00251369722696	0.00206067484382	110.730908037	223337.463396
PM00139	1986129	1986238	-1	promoter	[b1898, b1899, b4460, b1900, b1901]	1986129	0								10.0	223347.463396
PM-8824	1986775	1986924	1	promoter	[b1902]	1986775	0								10.0	223357.463396
b1902	1986925	1987428	1	gene		1986925	0	P0A9A2							110.730908037	223468.194304
b4537	1987507	1987758	-1	gene		1987507	0	P0AD10							110.730908037	223578.925212
b4663	1987873	1987959	-1	gene		1987873	0	C1P605							110.730908037	223689.65612
PM0-10449	1987960	1988001	-1	promoter	[b4663]	1987960	0								10.0	223699.65612
PM-8784	1988200	1988221	1	promoter	[b1904]	1988200	0								10.0	223709.65612
b1904	1988222	1988545	1	gene		1988222	0	P76308							110.730908037	223820.387029
PM0-10490	1988682	1988715	1	promoter	[b1905]	1988682	0								10.0	223830.387029
b1905	1988716	1989213	1	gene		1988716	0	P0A998	Ferritin-1 OS=Escherichia coli (strain K12) GN=ftnA PE=1 SV=1	ftnA	Cytoplasm	0.104252525064	0.0768800582015	0.104292111721	110.730908037	223941.117937
b1906	1989251	1989490	-1	gene		1989251	0	P46887							110.730908037	224051.848845
PM00387	1989502	1989680	1	promoter	[b1907]	1989502	0								10.0	224061.848845
b1907	1989681	1990892	1	gene		1989681	0	P0AAD4							110.730908037	224172.579753
b1908	1990954	1991619	-1	gene		1990954	0	P0AD05							110.730908037	224283.310661
b1909	1991815	1991901	-1	gene		1991815	0								110.730908037	224394.041569
b1910	1991914	1991987	-1	gene		1991914	0								110.730908037	224504.772477
b1911	1992042	1992117	-1	gene		1992042	0								110.730908037	224615.503385
PM00667	1992118	1992180	-1	promoter	[b1909, b1910, b1911]	1992118	0								10.0	224625.503385
b1912	1992269	1992817	-1	gene		1992269	0	P0ABF8							110.730908037	224736.234293
b1913	1992874	1994706	-1	gene		1992874	0	P0A8G0	UvrABC system protein C OS=Escherichia coli (strain K12) GN=uvrC PE=1 SV=1	uvrC	Cytoplasm	0.000519355554807	7.51640381495e-05	7.46546966272e-05	110.730908037	224846.965201
b1914	1994703	1995359	-1	gene		1994706	0								110.730908037	224957.696109
PM00388	1994707	1994879	-1	promoter	[b1913]	1995359	1								10.0	224967.696109
PM00389	1995360	1995406	-1	promoter	[b1913, b1914]	1995360	0								10.0	224977.696109
PM0-9377	1995717	1995817	1	promoter	[b1915]	1995717	0								10.0	224987.696109
b1915	1995818	1996042	1	gene		1995818	0	P0AD07							110.730908037	225098.427017
b1916	1996110	1996832	-1	gene		1996110	0	P07026							110.730908037	225209.157925
PM0-46164	1996833	1996917	-1	promoter	[b1916]	1996833	0								10.0	225219.157925
PM0-46369	1996880	1996920	1	promoter	[sdsN]	1996917	0								10.0	225229.157925
sdsN	1996921	1997057	1	gene		1996921	0								110.730908037	225339.888833
b1917	1997062	1997814	-1	gene		1997062	0	P37774	Uncharacterized amino-acid ABC transporter ATP-binding protein YecC OS=Escherichia coli (strain K12) GN=yecC PE=3 SV=2	yecC	Cell inner membrane	0.0187628377751	0.0172321619671	0.01670520811	110.730908037	225450.619741
b1918	1997811	1998479	-1	gene		1997814	0	P0AFT2	Inner membrane amino-acid ABC transporter permease protein yecS OS=Escherichia coli (strain K12) GN=yecS PE=1 SV=1	yecS	Cell inner membrane	0.00542416602129	0.00619465400904	0.00424583763509	110.730908037	225561.350649
b1919	1998494	1999480	-1	gene		1998494	0	P76316	D-cysteine desulfhydrase OS=Escherichia coli (strain K12) GN=dcyD PE=1 SV=4	dcyD	Cytoplasm	0.0579183134835	0.0571564222483	0.0575345303204	110.730908037	225672.081557
PM0-10069	1999481	1999508	-1	promoter	[b1919, b1918, b1917]	1999481	0								10.0	225682.081557
b1920	1999585	2000385	-1	gene		1999585	0	P0AEM9	Cystine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=fliY PE=1 SV=1	fliY	Periplasm	0.594492395237	0.531977773973	0.549114279729	110.730908037	225792.812465
PM0-9795	2000386	2000410	-1	promoter	[b1920]	2000386	0								10.0	225802.812465
b1921	2000473	2001024	-1	gene		2000473	0	P52627							110.730908037	225913.543373
b1922	2001070	2001789	-1	gene		2001070	0	P0AEM6	RNA polymerase sigma factor for flagellar operon OS=Escherichia coli (strain K12) GN=fliA PE=3 SV=1	fliA	Cytoplasm	4.6305483366e-05	7.69961777274e-05	5.11505010435e-05	110.730908037	226024.274281
PM00563	2001790	2001819	-1	promoter	[b1920, b1921, b1922]	2001790	0								10.0	226034.274281
b1923	2002110	2003606	-1	gene		2002110	0	P04949	Flagellin OS=Escherichia coli (strain K12) GN=fliC PE=1 SV=2	fliC	Secreted	0.000596934539584	0.000247248571468	0.000259860675076	110.730908037	226145.005189
PM0-1681	2003607	2003676	-1	promoter	[b1923]	2003607	0								10.0	226155.005189
PM00604	2003817	2003871	1	promoter	[b1924, b1925, b1926]	2003817	0								10.0	226165.005189
b1924	2003872	2005278	1	gene		2003872	0	P24216							110.730908037	226275.736097
b1925	2005303	2005713	1	gene		2005303	0	P26608							110.730908037	226386.467005
b1926	2005713	2006078	1	gene		2005713	0	P0ABY2							110.730908037	226497.197913
PM0-7803	2006115	2006155	1	promoter	[b1927]	2006115	0								10.0	226507.197913
b1927	2006156	2007643	1	gene		2006156	0	P26612	Cytoplasmic alpha-amylase OS=Escherichia coli (strain K12) GN=amyA PE=3 SV=3	amyA	Cytoplasm	0.0102262192413	0.00980847867918	0.0109977054649	110.730908037	226617.928821
b1928	2007677	2008090	-1	gene		2007677	0	P31063	Uncharacterized lipoprotein yedD OS=Escherichia coli (strain K12) GN=yedD PE=4 SV=1	yedD	Cell membrane	0.0451780557846	0.0413639058949	0.0409099905347	110.730908037	226728.659729
b1929	2008277	2009482	1	gene		2008277	0	P31064	UPF0394 inner membrane protein yedE OS=Escherichia coli (strain K12) GN=yedE PE=1 SV=1	yedE	Cell inner membrane	0.00171570431666	0.0013881776164	0.00192152558908	110.730908037	226839.390637
b1930	2009479	2009712	1	gene		2009482	0	P0AA31							110.730908037	226950.121546
b1931	2009821	2010489	1	gene		2009821	0	P76318							110.730908037	227060.852454
b1932	2010600	2011079	1	gene		2010600	0	P76319							110.730908037	227171.583362
b4495	2011223	2012351	-1	gene		2011223	0								110.730908037	227282.31427
b1936	2012502	2012663	1	gene		2012502	0								110.730908037	227393.045178
b1937	2012700	2013014	-1	gene		2012700	0	P0A8T5							110.730908037	227503.776086
PM0-8720	2013015	2013093	-1	promoter	[b1937]	2013015	0								10.0	227513.776086
PM-8797	2013146	2013228	1	promoter	[b1943, b1942, b1941, b1940, b1939, b1938]	2013146	0								10.0	227523.776086
PM-8793	2013205	2013228	1	promoter	[b1938, b1939, b1940, b1941, b1942, b1943]	2013228	0								10.0	227533.776086
b1938	2013229	2014887	1	gene		2013229	0	P25798	Flagellar M-ring protein OS=Escherichia coli (strain K12) GN=fliF PE=1 SV=3	fliF	Cell inner membrane	4.22276331655e-05	4.81778474634e-05	6.45160907936e-05	110.730908037	227644.506994
b1939	2014880	2015875	1	gene		2014887	0	P0ABZ1	Flagellar motor switch protein FliG OS=Escherichia coli (strain K12) GN=fliG PE=1 SV=1	fliG	Cell inner membrane	0.00042562043649	0.000264793481069	0.000337332980297	110.730908037	227755.237902
b1940	2015868	2016554	1	gene		2015875	0	P31068							110.730908037	227865.96881
b1941	2016554	2017927	1	gene		2016554	0	P52612							110.730908037	227976.699718
b1942	2017946	2018389	1	gene		2017946	0	P52613	Flagellar fliJ protein OS=Escherichia coli (strain K12) GN=fliJ PE=3 SV=2	fliJ	Cell membrane	0.000441805549557	0.000452780245063	0.000328251872916	110.730908037	228087.430626
b1943	2018386	2019513	1	gene		2018389	0	P52614							110.730908037	228198.161534
PM164	2019584	2019617	1	promoter	[b1944, b1945, b1946, b1947, b1948, b1949, b1950]	2019584	0								10.0	228208.161534
PM165	2019595	2019617	1	promoter	[b1950, b1949, b1948, b1947, b1946, b1945, b1944]	2019617	0								10.0	228218.161534
b1944	2019618	2020082	1	gene		2019618	0	P0ABX8							110.730908037	228328.892442
b1945	2020087	2021091	1	gene		2020087	0	P06974							110.730908037	228439.62335
b1946	2021088	2021501	1	gene		2021091	0	P15070							110.730908037	228550.354258
b1947	2021504	2021869	1	gene		2021504	0	P22586							110.730908037	228661.085166
b1948	2021869	2022606	1	gene		2021869	0	P0AC05							110.730908037	228771.816074
b1949	2022616	2022885	1	gene		2022616	0	P0AC07							110.730908037	228882.546982
b1950	2022893	2023678	1	gene		2022893	0	P33135							110.730908037	228993.27789
PM00636	2023836	2023967	1	promoter	[b1951]	2023836	0								10.0	229003.27789
b1951	2023968	2024591	1	gene		2023968	0	P0DMC9							110.730908037	229114.008798
b1952	2024635	2024823	-1	gene		2024635	0	P0AEG8							110.730908037	229224.739706
b1953	2024986	2025213	1	gene		2024986	0	P64519							110.730908037	229335.470614
b1954	2025227	2025313	-1	gene		2025227	0								110.730908037	229446.201522
PM0-10501	2025314	2025313	-1	promoter	[b1954]	2025314	1								10.0	229456.201522
b1955	2025511	2026326	1	gene		2025511	0	P76329	Putative mannosyl-3-phosphoglycerate phosphatase OS=Escherichia coli (strain K12) GN=yedP PE=1 SV=1	yedP	Cytoplasm	0.00193088667959	0.00213205734134	0.0019924062013	110.730908037	229566.93243
b1956	2026323	2028017	-1	gene		2026326	0	P76330	Probable diguanylate cyclase YedQ OS=Escherichia coli (strain K12) GN=yedQ PE=2 SV=2	yedQ	Cell inner membrane	0.000700761544883	0.000726731115632	0.000532636485827	110.730908037	229677.663338
b1957	2028188	2028370	-1	gene		2028188	0	P64517							110.730908037	229788.394246
b1958	2028449	2029366	-1	gene		2028449	0	P46125							110.730908037	229899.125154
b1959	2029539	2030459	1	gene		2029539	0	P0AA70							110.730908037	230009.856063
b1960	2030448	2030918	-1	gene		2030459	0	P09184							110.730908037	230120.586971
b1961	2030899	2032317	-1	gene		2030918	0	P0AED9							110.730908037	230231.317879
b1962	2032384	2033079	-1	gene		2032384	0	P46144							110.730908037	230342.048787
b1963	2033119	2033484	-1	gene		2033119	0	P76334							110.730908037	230452.779695
PM0-9468	2033649	2033648	1	promoter	[b4603]	2033649	1								10.0	230462.779695
b4603	2033649	2033739	1	gene		2033649	0								110.730908037	230573.510603
b4496	2034051	2035243	1	gene		2034051	0								110.730908037	230684.241511
PM0-9580	2035630	2035834	1	promoter	[b1967]	2035630	0								10.0	230694.241511
b1967	2035835	2036686	1	gene		2035835	0	P31658	Chaperone protein hchA OS=Escherichia coli (strain K12) GN=hchA PE=1 SV=3	hchA	Cytoplasm	0.0324816180222	0.0291195789085	0.0360235724771	110.730908037	230804.972419
b1968	2036794	2038152	-1	gene		2036794	0								110.730908037	230915.703327
b1969	2038152	2038823	-1	gene		2038152	0								110.730908037	231026.434235
PM0-45171	2038840	2038955	1	promoter	[b1970]	2038840	0								10.0	231036.434235
b1970	2038956	2039369	1	gene		2038956	0	P76341	5-hydroxyisourate hydrolase OS=Escherichia coli (strain K12) GN=hiuH PE=1 SV=1	hiuH	Periplasm	0.0098359657616	0.00883206276881	0.00971964355955	110.730908037	231147.165143
b1971	2039478	2040482	1	gene		2039478	0	P76342	Sulfoxide reductase catalytic subunit yedY OS=Escherichia coli (strain K12) GN=yedY PE=1 SV=1	yedY	Periplasm	0.00118755025256	0.00123027699356	0.00133770083729	110.730908037	231257.896051
b1972	2040483	2041118	1	gene		2040483	0	P76343							110.730908037	231368.626959
PM0-8710	2041346	2041374	1	promoter	[b1973]	2041346	0								10.0	231378.626959
b1973	2041375	2042025	1	gene		2041375	0	P76344	Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1	zinT	Cytoplasm	0.00110131639769	0.000799157322679	0.00114817059872	110.730908037	231489.357867
b1974	2042368	2042898	1	gene		2042368	0	P76345							110.730908037	231600.088775
b1975	2043468	2043557	-1	gene		2043468	0								110.730908037	231710.819683
PM00668	2043558	2043562	-1	promoter	[b1975]	2043558	0								10.0	231720.819683
b1976	2043651	2044448	1	gene		2043651	0	P76346	Protein mtfA OS=Escherichia coli (strain K12) GN=mtfA PE=1 SV=2	mtfA	Cytoplasm	0.0216335182893	0.0207911039259	0.0221568879444	110.730908037	231831.550591
PM00649	2044541	2044548	1	promoter	[b1977]	2044541	0								10.0	231841.550591
b1977	2044549	2044624	1	gene		2044549	0								110.730908037	231952.281499
b1978	2044938	2052014	1	gene		2044938	0	P76347							110.730908037	232063.012407
b4497	2052276	2053328	-1	gene		2052276	0								110.730908037	232173.743315
PM0-46175	2053566	2053642	1	promoter	[b1981]	2053566	0								10.0	232183.743315
b1981	2053643	2054959	1	gene		2053643	0	P76350	Shikimate transporter OS=Escherichia coli (strain K12) GN=shiA PE=3 SV=1	shiA	Cell inner membrane	0.00236653254426	0.00269948137171	0.00343415377504	110.730908037	232294.474223
PM00391	2055031	2055060	1	promoter	[b1982]	2055031	0								10.0	232304.474223
b1982	2055061	2056515	1	gene		2055061	0	P0AE12							110.730908037	232415.205131
b1983	2056858	2057574	1	gene		2056858	0	P0A8A2	UPF0082 protein yeeN OS=Escherichia coli (strain K12) GN=yeeN PE=1 SV=1	yeeN	Cytoplasm	0.0880755015819	0.154569601106	0.0899888457465	110.730908037	232525.936039
b1984	2058027	2058102	-1	gene		2058027	0								110.730908037	232636.666947
b1985	2058203	2059690	-1	gene		2058203	0	P76352							110.730908037	232747.397855
PM00650	2059845	2059850	1	promoter	[b1986]	2059845	0								10.0	232757.397855
b1986	2059851	2059926	1	gene		2059851	0								110.730908037	232868.128763
b1987	2059964	2060914	-1	gene		2059964	0	Q47083							110.730908037	232978.859671
PM326	2060915	2060941	-1	promoter	[b1987]	2060915	0								10.0	232988.859671
b1988	2061016	2061933	-1	gene		2061016	0	Q47005							110.730908037	233099.59058
PM65	2061934	2061978	-1	promoter	[b1988]	2061934	0								10.0	233109.59058
PM00651	2062252	2062259	1	promoter	[b1989]	2062252	0								10.0	233119.59058
b1989	2062260	2062335	1	gene		2062260	0								110.730908037	233230.321488
b1990	2062391	2063323	-1	gene		2062391	0	P39176	Probable L,D-transpeptidase ErfK/SrfK OS=Escherichia coli (strain K12) GN=erfK PE=1 SV=2	erfK	Periplasm	0.00364102748331	0.00420849437204	0.0039546910462	110.730908037	233341.052396
b1991	2063388	2064467	-1	gene		2063388	0	P36562							110.730908037	233451.783304
b1992	2064479	2065222	-1	gene		2064479	0	P36561							110.730908037	233562.514212
b1993	2065219	2065764	-1	gene		2065222	0	P0AE76							110.730908037	233673.24512
PM0-8751	2065765	2065972	-1	promoter	[b1991, b1992, b1993]	2065765	0								10.0	233683.24512
b4639	2066068	2066154	-1	gene		2066068	0								110.730908037	233793.976028
b1994	2066305	2067321	-1	gene		2066305	0	P0CE53							110.730908037	233904.706936
b4640	2067360	2067892	-1	gene		2067360	0								110.730908037	234015.437844
b4641	2068261	2068419	-1	gene		2068261	0								110.730908037	234126.168752
b4582	2068635	2070474	1	gene		2068635	0								110.730908037	234236.89966
b1996	2068952	2069857	-1	gene		2070474	1								110.730908037	234347.630568
b1997	2069815	2070180	-1	gene		2070474	1	P0CF42							110.730908037	234458.361476
b1999	2070660	2071211	1	gene		2070660	0	P76359							110.730908037	234569.092384
PM0-2881	2071317	2071316	1	promoter	[b4435, b2000]	2071317	1								10.0	234579.092384
b4435	2071317	2071511	1	gene		2071317	0								110.730908037	234689.823292
PM0-10071	2071474	2071538	1	promoter	[b2000]	2071511	0								10.0	234699.823292
b2000	2071539	2074658	1	gene		2071539	0	P39180	Antigen 43 OS=Escherichia coli (strain K12) GN=flu PE=1 SV=3	flu	Periplasm	0.0105401099873	0.0124561120507	0.0101675726074	110.730908037	234810.5542
b2001	2074779	2076311	1	gene		2074779	0	P76361							110.730908037	234921.285108
b2002	2076308	2076754	1	gene		2076311	0	P76362							110.730908037	235032.016016
b2003	2076817	2077038	1	gene		2076817	0	P64521							110.730908037	235142.746924
b2004	2077112	2077480	1	gene		2077112	0	P76364							110.730908037	235253.477832
b2005	2077569	2077943	1	gene		2077569	0	P64524							110.730908037	235364.20874
b2006	2077940	2078107	1	gene		2077943	0	P64526							110.730908037	235474.939648
b4642	2078549	2078677	-1	gene		2078549	0								110.730908037	235585.670556
b4538	2078746	2078931	1	gene		2078746	0	Q2EES3							110.730908037	235696.401464
b2007	2079032	2079361	-1	gene		2079032	0	P0A8M6							110.730908037	235807.132372
b2008	2079533	2080591	-1	gene		2079533	0	P33011							110.730908037	235917.86328
b2009	2080789	2081262	-1	gene		2080789	0	P33012							110.730908037	236028.594188
PM0-10073	2081263	2081325	-1	promoter	[b2009]	2081263	0								10.0	236038.594188
b2010	2081381	2082547	-1	gene		2081381	0	P33013							110.730908037	236149.325097
PM00396	2082728	2082755	1	promoter	[b2011]	2082728	0								10.0	236159.325097
b2011	2082756	2084183	1	gene		2082756	0	P04995							110.730908037	236270.056005
b2012	2084226	2084453	-1	gene		2084226	0	P33014							110.730908037	236380.786913
b2013	2084467	2085525	-1	gene		2084467	0	P33015	UPF0394 inner membrane protein yeeE OS=Escherichia coli (strain K12) GN=yeeE PE=1 SV=1	yeeE	Cell inner membrane	0.00137009600818	0.000221085604033	0.000144462327729	110.730908037	236491.517821
PM0-10075	2085526	2085552	-1	promoter	[b2013, b2012]	2085526	0								10.0	236501.517821
b2014	2085704	2087062	-1	gene		2085704	0	P0AA47							110.730908037	236612.248729
b4678	2087052	2087114	-1	gene		2087062	0	C1P606							110.730908037	236722.979637
b2015	2087329	2088258	-1	gene		2087329	0	P76369							110.730908037	236833.710545
b2016	2088304	2089128	-1	gene		2088304	0	P0AD12							110.730908037	236944.441453
b4539	2089211	2089465	-1	gene		2089211	0	P69348							110.730908037	237055.172361
b2017	2089462	2089713	-1	gene		2089465	0	P69346							110.730908037	237165.903269
PM0-10318	2089714	2089733	-1	promoter	[b2017, b4539]	2089714	0								10.0	237175.903269
PM0-7141	2089965	2089995	1	promoter	[b2018, b2019, b2020, b2021, b2022, b2023, b2024, b2025, b2026]	2089965	0								10.0	237185.903269
b2018	2089996	2090046	1	gene		2089996	0	P60995							110.730908037	237296.634177
b2019	2090192	2091091	1	gene		2090192	0	P60757	ATP phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=hisG PE=1 SV=1	hisG	Cytoplasm	0.222766588695	0.211526984817	0.2294640482	110.730908037	237407.365085
b2020	2091097	2092401	1	gene		2091097	0	P06988							110.730908037	237518.095993
b2021	2092398	2093468	1	gene		2092401	0	P06986							110.730908037	237628.826901
PM00398	2093360	2093467	1	promoter	[b2026, b2025, b2024, b2023, b2022]	2093468	1								10.0	237638.826901
b2022	2093468	2094535	1	gene		2093468	0	P06987	Histidine biosynthesis bifunctional protein hisB OS=Escherichia coli (strain K12) GN=hisB PE=1 SV=1	hisB	Cytoplasm	0.186660754637	0.181297015561	0.201618552709	110.730908037	237749.557809
b2023	2094535	2095125	1	gene		2094535	0	P60595	Imidazole glycerol phosphate synthase subunit hisH OS=Escherichia coli (strain K12) GN=hisH PE=1 SV=1	hisH	Cytoplasm	0.0565530582429	0.0533877142264	0.0566421564061	110.730908037	237860.288717
b2024	2095125	2095862	1	gene		2095125	0	P10371	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli (strain K12) GN=hisA PE=1 SV=2	hisA	Cytoplasm	0.0900159347794	0.0927744587154	0.0915499829527	110.730908037	237971.019625
b2025	2095844	2096620	1	gene		2095862	0	P60664	Imidazole glycerol phosphate synthase subunit hisF OS=Escherichia coli (strain K12) GN=hisF PE=1 SV=1	hisF	Cytoplasm	0.0467398474042	0.0485395700885	0.051459048615	110.730908037	238081.750533
b2026	2096614	2097225	1	gene		2096620	0	P06989	Histidine biosynthesis bifunctional protein HisIE OS=Escherichia coli (strain K12) GN=hisI PE=3 SV=3	hisI	Cytoplasm	0.0701864518152	0.0718163858467	0.077504568131	110.730908037	238192.481441
b2027	2097321	2098301	-1	gene		2097321	0	P76372	Chain length determinant protein OS=Escherichia coli (strain K12) GN=wzzB PE=1 SV=2	wzzB	Cell inner membrane	0.0988154249569	0.10140659909	0.0990076282905	110.730908037	238303.212349
b2028	2098447	2099613	-1	gene		2098447	0	P76373							110.730908037	238413.943257
b2029	2099862	2101268	-1	gene		2099862	0	P00350							110.730908037	238524.674165
PM00399	2101269	2101324	-1	promoter	[b2029]	2101269	0								10.0	238534.674165
b4571	2101396	2103389	-1	gene		2101396	0								110.730908037	238645.405073
b2030	2101895	2102911	-1	gene		2103389	1	P0CE54							110.730908037	238756.135981
b2032	2103391	2104509	-1	gene		2103391	0	P37751	Uncharacterized protein yefI OS=Escherichia coli (strain K12) GN=yefI PE=4 SV=1	wbbK	Cell inner membrane	0.00442174044496	0.00440255066813	0.00378978189142	110.730908037	238866.866889
b2033	2104494	2105084	-1	gene		2104509	0	P37750							110.730908037	238977.597797
b2034	2105065	2106057	-1	gene		2105084	0	P37749	Uncharacterized protein yefG OS=Escherichia coli (strain K12) GN=yefG PE=4 SV=1	wbbI	Cytoplasm	0.0558740980501	0.0494403868363	0.0479054589414	110.730908037	239088.328705
b2035	2106060	2107226	-1	gene		2106060	0	P37748							110.730908037	239199.059614
b2036	2107226	2108329	-1	gene		2107226	0	P37747							110.730908037	239309.790522
b2037	2108337	2109584	-1	gene		2108337	0	P37746							110.730908037	239420.52143
b2038	2109581	2110138	-1	gene		2109584	0	P37745							110.730908037	239531.252338
b2039	2110138	2111019	-1	gene		2110138	0	P37744	Glucose-1-phosphate thymidylyltransferase 1 OS=Escherichia coli (strain K12) GN=rmlA1 PE=1 SV=2	rmlA	Cytoplasm	0.034950623516	0.0330800204559	0.0344462317126	110.730908037	239641.983246
b2040	2111077	2111976	-1	gene		2111077	0	P37760							110.730908037	239752.714154
b2041	2111976	2113061	-1	gene		2111976	0	P37759	dTDP-glucose 4,6-dehydratase 1 OS=Escherichia coli (strain K12) GN=rfbB PE=3 SV=2	rfbB	Cytoplasm	0.0679075478814	0.0737999852262	0.0653897982413	110.730908037	239863.445062
b2042	2113434	2114327	-1	gene		2113434	0	P0AAB6							110.730908037	239974.17597
PM0-10076	2114328	2114351	-1	promoter	[b2042]	2114328	0								10.0	239984.17597
b2043	2114502	2115896	-1	gene		2114502	0	P71244							110.730908037	240094.906878
b2044	2115907	2117127	-1	gene		2115907	0	P71243							110.730908037	240205.637786
b2045	2117124	2118404	-1	gene		2117127	0	P71242							110.730908037	240316.368694
b2046	2118680	2120158	-1	gene		2118680	0	P77377							110.730908037	240427.099602
b2047	2120160	2121554	-1	gene		2120160	0	P71241							110.730908037	240537.83051
