gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass	iBAQ_W3110	iBAQ_W3110_cumulative_abundance	iBAQ_Step04	iBAQ_Step04_cumulative_abundance	iBAQ_Step05	iBAQ_Step05_cumulative_abundance	iBAQ_Step09	iBAQ_Step09_cumulative_abundance	iBAQ_Step10	iBAQ_Step10_cumulative_abundance
PM163	2522478	2522563	-1	promoter	[b2405]	2522478	0					4.59165577905e-07			73.4791727738	-8.1839794332e-07	0.421511113433	-3.56448835719e-07	0.409061031156	-0.0	0.421676919724	-0.0	0.407765480737	-0.0	0.40747106015
b2406	2522729	2523985	-1	gene		2522729	0	P45562				4.59165577905e-07			73.479173233	-8.1839794332e-07	0.421510295035	-3.56448835719e-07	0.409060674707	-0.0	0.421676919724	-0.0	0.407765480737	-0.0	0.40747106015
b2407	2524045	2524878	-1	gene		2524045	0	P45563				4.59165577905e-07			73.4791736922	-8.1839794332e-07	0.421509476637	-3.56448835719e-07	0.409060318258	-0.0	0.421676919724	-0.0	0.407765480737	-0.0	0.40747106015
PM501	2524879	2524910	-1	promoter	[b2406, b2407]	2524879	0					4.59165577905e-07			73.4791741513	-8.1839794332e-07	0.421508658239	-3.56448835719e-07	0.409059961809	-0.0	0.421676919724	-0.0	0.407765480737	-0.0	0.40747106015
b2408	2525127	2525891	1	gene		2525127	0	P45564				4.59165577905e-07			73.4791746105	-8.1839794332e-07	0.421507839841	-3.56448835719e-07	0.40905960536	-0.0	0.421676919724	-0.0	0.407765480737	-0.0	0.40747106015
b2409	2525930	2526856	-1	gene		2525930	0	P0ACR7				4.59165577905e-07			73.4791750697	-8.1839794332e-07	0.421507021443	-3.56448835719e-07	0.409059248912	-0.0	0.421676919724	-0.0	0.407765480737	-0.0	0.40747106015
b2410	2526946	2527944	1	gene		2526946	0	P39836				4.59165577905e-07			73.4791755288	1.32914786975e-05	0.421506203045	8.39715055057e-06	0.409058892463	1.47528738234e-05	0.421676919724	1.49434557382e-05	0.407765480737	1.50896279442e-05	0.40747106015
b4546	2527941	2528159	-1	gene		2527944	0	P0AD40				4.59165577905e-07			73.479175988	-8.1839794332e-07	0.421519494524	-3.56448835719e-07	0.409067289613	-0.0	0.421691672598	-0.0	0.407780424193	-0.0	0.407486149778
b2411	2528161	2530176	-1	gene		2528161	0	P15042	DNA ligase OS=Escherichia coli (strain K12) GN=ligA PE=1 SV=2	ligA	Cytoplasm	0.0354523654913	0.0356971136077	0.0346617960272	73.4791764472	4.66840031413e-05	0.421518676126	5.87701631796e-05	0.409066933165	5.04830152682e-05	0.421691672598	4.41294095459e-05	0.407780424193	4.04223313583e-05	0.407486149778
PM0-10090	2530177	2530201	-1	promoter	[b2411, b4546]	2530177	0					4.59165577905e-07			73.5146288127	-8.1839794332e-07	0.421565360129	-3.56448835719e-07	0.409125703328	-0.0	0.421742155613	-0.0	0.407824553602	-0.0	0.407526572109
b2412	2530247	2531233	-1	gene		2530247	0	P77173	Cell division protein ZipA OS=Escherichia coli (strain K12) GN=zipA PE=1 SV=3	zipA	Cell inner membrane	0.0749333241963	0.063055782448	0.0612687360589	73.5146292718	0.00012028299819	0.421564541731	7.08172083235e-05	0.409125346879	7.65082400348e-05	0.421742155613	6.05480844352e-05	0.407824553602	6.67416605409e-05	0.407526572109
b2413	2531463	2532224	1	gene		2531463	0	P0A6J3				4.59165577905e-07			73.589562596	-8.1839794332e-07	0.42168482473	-3.56448835719e-07	0.409196164087	-0.0	0.421818663853	-0.0	0.407885101687	-0.0	0.40759331377
PM0-10091	2532344	2532408	1	promoter	[b2414]	2532344	0					4.59165577905e-07			73.5895630552	-8.1839794332e-07	0.421684006332	-3.56448835719e-07	0.409195807638	-0.0	0.421818663853	-0.0	0.407885101687	-0.0	0.40759331377
b2414	2532409	2533380	1	gene		2532409	0	P0ABK5	Cysteine synthase A OS=Escherichia coli (strain K12) GN=cysK PE=1 SV=2	cysK	Cytoplasm	4.19366594496	4.30834159411	3.8876208987	73.5895635143	0.0120680684813	0.421683187934	0.0121734855478	0.40919545119	0.0145989289138	0.421818663853	0.0133901173547	0.407885101687	0.0124556358589	0.40759331377
PM00633	2533498	2533763	1	promoter	[b2415, b2416, b2417]	2533498	0					4.59165577905e-07			77.7832294593	-8.1839794332e-07	0.433751256415	-3.56448835719e-07	0.421368936737	-0.0	0.436417592767	-0.0	0.421275219041	-0.0	0.420048949629
b2415	2533764	2534021	1	gene		2533764	0					4.59165577905e-07			77.7832299185	-8.1839794332e-07	0.433750438017	-3.56448835719e-07	0.421368580288	-0.0	0.436417592767	-0.0	0.421275219041	-0.0	0.420048949629
b2416	2534066	2535793	1	gene		2534066	0	P08839	Phosphoenolpyruvate-protein phosphotransferase OS=Escherichia coli (strain K12) GN=ptsI PE=1 SV=1	ptsI	Cytoplasm	1.10453283469	1.02101042612	1.07118778046	77.7832303776	0.00254074991076	0.433749619619	0.00195364753562	0.42136822384	0.00250714427278	0.436417592767	0.00271002561415	0.421275219041	0.00288955268894	0.420048949629
PM00411	2535480	2535833	1	promoter	[b2417]	2535793	0					4.59165577905e-07			78.8877632123	-8.1839794332e-07	0.43629036953	-3.56448835719e-07	0.423321871375	-0.0	0.43892473704	-0.0	0.423985244656	-0.0	0.422938502318
b2417	2535834	2536343	1	gene		2535834	0	P69783	Glucose-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=crr PE=1 SV=2	crr	Cytoplasm	1.01435823483	0.996593283239	1.12678430249	78.8877636715	0.00455850159358	0.436289551132	0.00322438256668	0.423321514926	0.00515026563524	0.43892473704	0.00387069886502	0.423985244656	0.00385865655394	0.422938502318
b2418	2536386	2537237	-1	gene		2536386	0	P40191				4.59165577905e-07			79.9021219063	0.000106720118444	0.440848052725	8.55147694763e-05	0.426545897493	5.354071392e-05	0.444075002675	0.000142114771577	0.427855943521	0.000126214136761	0.426797158872
PM0-10092	2537238	2537319	-1	promoter	[b2418]	2537238	0					4.59165577905e-07			79.9021223655	-8.1839794332e-07	0.440954772844	-3.56448835719e-07	0.426631412263	-0.0	0.444128543389	-0.0	0.427998058292	-0.0	0.426923373008
PM-8766	2537315	2537341	1	promoter	[b2420, b2419]	2537319	0					4.59165577905e-07			79.9021228247	-8.1839794332e-07	0.440953954446	-3.56448835719e-07	0.426631055814	-0.0	0.444128543389	-0.0	0.427998058292	-0.0	0.426923373008
b2419	2537342	2537716	1	gene		2537342	0	Q47702				4.59165577905e-07			79.9021232838	-8.1839794332e-07	0.440953136048	-3.56448835719e-07	0.426630699365	-0.0	0.444128543389	-0.0	0.427998058292	-0.0	0.426923373008
b2420	2537749	2538483	1	gene		2537749	0	P78271				4.59165577905e-07			79.902123743	-8.1839794332e-07	0.44095231765	-3.56448835719e-07	0.426630342916	-0.0	0.444128543389	-0.0	0.427998058292	-0.0	0.426923373008
b2421	2538672	2539583	-1	gene		2538672	0	P16703				4.59165577905e-07			79.9021242022	0.00041488922657	0.440951499252	0.000505080648843	0.426629986467	0.000532397344574	0.444128543389	0.000466993032354	0.427998058292	0.000457832981455	0.426923373008
b2422	2539717	2540814	-1	gene		2539717	0	P16676	Sulfate/thiosulfate import ATP-binding protein CysA OS=Escherichia coli (strain K12) GN=cysA PE=3 SV=2	cysA	Cell inner membrane	0.0480438742442	0.0500973331645	0.0451776015095	79.9021246613	0.00017684200532	0.441366388479	0.000166763292903	0.427135067116	0.000185212033542	0.444660940733	0.000215774308179	0.428465051325	0.000194879225583	0.42738120599
b2423	2540804	2541679	-1	gene		2540814	0	P0AEB0	Sulfate transport system permease protein CysW OS=Escherichia coli (strain K12) GN=cysW PE=1 SV=1	cysW	Cell inner membrane	0.00243675618461	0.00201552578241	0.00211653681864	79.9501685356	5.32505623567e-06	0.441543230484	3.11689560722e-06	0.427301830409	3.25727632342e-06	0.444846152767	3.62223085478e-06	0.428680825633	6.03665886432e-06	0.427576085216
b2424	2541679	2542512	-1	gene		2541679	0	P16701	Sulfate transport system permease protein CysT OS=Escherichia coli (strain K12) GN=cysU PE=3 SV=1	cysU	Cell inner membrane	0.0135457944273	0.0125099658334	0.0130417302596	79.9526052917	-8.1839794332e-07	0.44154855554	-3.56448835719e-07	0.427304947305	-0.0	0.444849410043	-0.0	0.428684447864	-0.0	0.427582121874
b2425	2542512	2543528	-1	gene		2542512	0	P16700	Thiosulfate-binding protein OS=Escherichia coli (strain K12) GN=cysP PE=1 SV=1	cysP	Periplasm	0.2435001911	0.244191573881	0.253218181457	79.9661510862	0.000171896585485	0.441547737142	0.000212735644119	0.427304590856	0.000207587552146	0.444849410043	0.000181544747195	0.428684447864	0.000198016163366	0.427582121874
PM00196	2543529	2543557	-1	promoter	[b2421, b2422, b2423, b2424, b2425]	2543529	0					4.59165577905e-07			80.2096512773	-8.1839794332e-07	0.441719633728	-3.56448835719e-07	0.4275173265	-0.0	0.445056997595	-0.0	0.428865992611	-0.0	0.427780138038
b2426	2543832	2544623	-1	gene		2543832	0	P37440				4.59165577905e-07			80.2096517364	2.73732584334e-06	0.44171881533	3.88168815021e-06	0.427516970051	2.65116268784e-06	0.445056997595	3.70148598183e-06	0.428865992611	3.26258660949e-06	0.427780138038
PM0-10094	2544624	2544671	-1	promoter	[b2426]	2544624	0					4.59165577905e-07			80.2096521956	-8.1839794332e-07	0.441721552656	-3.56448835719e-07	0.427520851739	-0.0	0.445059648758	-0.0	0.428869694097	-0.0	0.427783400624
b2427	2544752	2545609	-1	gene		2544752	0	P77245				4.59165577905e-07			80.2096526548	-8.1839794332e-07	0.441720734258	-3.56448835719e-07	0.42752049529	-0.0	0.445059648758	-0.0	0.428869694097	-0.0	0.427783400624
PM0-10266	2545610	2545793	-1	promoter	[b2427]	2545610	0					4.59165577905e-07			80.2096531139	-8.1839794332e-07	0.44171991586	-3.56448835719e-07	0.427520138841	-0.0	0.445059648758	-0.0	0.428869694097	-0.0	0.427783400624
PM0-10275	2545733	2545772	1	promoter	[b2429, b2428]	2545793	1					4.59165577905e-07			80.2096535731	-8.1839794332e-07	0.441719097462	-3.56448835719e-07	0.427519782393	-0.0	0.445059648758	-0.0	0.428869694097	-0.0	0.427783400624
b2428	2545773	2546669	1	gene		2545793	0	P76535				4.59165577905e-07			80.2096540323	0.000431172428184	0.441718279064	0.000463253505733	0.427519425944	0.000339951293676	0.445059648758	0.000137118942777	0.428869694097	0.000169543470263	0.427783400624
b2429	2546673	2548097	1	gene		2546673	0	P77272				4.59165577905e-07			80.2096544914	-8.1839794332e-07	0.442149451492	-3.56448835719e-07	0.42798267945	-0.0	0.445399600052	-0.0	0.42900681304	-0.0	0.427952944095
b2430	2548102	2549406	1	gene		2548102	0	P77619				4.59165577905e-07			80.2096549506	-8.1839794332e-07	0.442148633094	-3.56448835719e-07	0.427982323001	-0.0	0.445399600052	-0.0	0.42900681304	-0.0	0.427952944095
b2431	2549646	2550545	-1	gene		2549646	0	P76536	Uncharacterized protein yfeX OS=Escherichia coli (strain K12) GN=yfeX PE=3 SV=2	yfeX	Cytoplasm	0.0268479184069	0.0247174058943	0.026793909441	80.2096554098	0.000190017689669	0.442147814696	0.000183049738071	0.427981966552	0.000200058193166	0.445399600052	0.000203204534807	0.42900681304	0.0002185472747	0.427952944095
b2432	2550641	2551216	-1	gene		2550641	0	P76537				4.59165577905e-07			80.2365033282	4.7782649874e-05	0.442337832386	5.3245066966e-05	0.42816501629	3.48520953278e-05	0.445599658245	4.44186521652e-05	0.429210017574	4.25543148547e-05	0.428171491369
PM0-3684	2551217	2551243	-1	promoter	[b2431, b2432]	2551217	0					4.59165577905e-07			80.2365037873	-8.1839794332e-07	0.442385615036	-3.56448835719e-07	0.428218261357	-0.0	0.44563451034	-0.0	0.429254436227	-0.0	0.428214045684
b2433	2551277	2551726	-1	gene		2551277	0	P76538				4.59165577905e-07			80.2365042465	-8.1839794332e-07	0.442384796638	-3.56448835719e-07	0.428217904908	-0.0	0.44563451034	-0.0	0.429254436227	-0.0	0.428214045684
b2434	2551713	2552138	-1	gene		2551726	0	P76539				4.59165577905e-07			80.2365047057	1.36158573085e-05	0.44238397824	1.15471334413e-05	0.428217548459	1.8224650238e-05	0.44563451034	2.62027042771e-05	0.429254436227	1.10135180086e-05	0.428214045684
PM0-2921	2552241	2552351	1	promoter	[b2436, b2435]	2552241	0					4.59165577905e-07			80.2365051648	-8.1839794332e-07	0.442397594097	-3.56448835719e-07	0.428229095593	-0.0	0.445652734991	-0.0	0.429280638931	-0.0	0.428225059202
b2435	2552352	2553221	1	gene		2552352	0	P36548	N-acetylmuramoyl-L-alanine amidase AmiA OS=Escherichia coli (strain K12) GN=amiA PE=1 SV=1	amiA	Periplasm	0.00332316917259	0.00420660007964	0.00397290284519	80.236505624	2.62725864634e-06	0.442396775699	1.63952881184e-06	0.428228739144	1.79474377716e-06	0.445652734991	4.28315780258e-06	0.429280638931	3.49863379514e-06	0.428225059202
PM0-2922	2553205	2553224	1	promoter	[b2436]	2553221	0					4.59165577905e-07			80.2398287932	-8.1839794332e-07	0.442399402958	-3.56448835719e-07	0.428230378673	-0.0	0.445654529734	-0.0	0.429284922089	-0.0	0.428228557836
b2436	2553225	2554124	1	gene		2553225	0	P36553				4.59165577905e-07			80.2398292523	1.02309635307e-05	0.44239858456	7.33047813514e-06	0.428230022224	1.47528738234e-05	0.445654529734	1.28808801786e-05	0.429284922089	1.00490098069e-05	0.428228557836
b2437	2554130	2555182	-1	gene		2554130	0	P36547				4.59165577905e-07			80.2398297115	-8.1839794332e-07	0.442408815523	-3.56448835719e-07	0.428237352702	-0.0	0.445669282608	-0.0	0.429297802969	-0.0	0.428238606846
b2438	2555228	2555728	-1	gene		2555228	0	P76540				4.59165577905e-07			80.2398301707	1.57721143168e-06	0.442407997126	6.98488015868e-07	0.428236996253	5.68039295088e-06	0.445669282608	1.77470578744e-06	0.429297802969	8.72004292127e-07	0.428238606846
b2439	2555741	2556400	-1	gene		2555741	0	P76541				4.59165577905e-07			80.2398306298	3.45997035623e-05	0.442409574337	2.87612878307e-05	0.428237694741	2.81739499777e-05	0.445674963001	3.00236594945e-05	0.429299577675	3.76206679293e-05	0.42823947885
b2440	2556410	2557297	-1	gene		2556410	0	P19636				4.59165577905e-07			80.239831089	5.47097140525e-06	0.442444174041	4.15696885787e-06	0.428266456029	7.75877636276e-06	0.445703136951	5.13376692167e-06	0.429329601334	1.05510326033e-05	0.428277099518
b2441	2557318	2558679	-1	gene		2557318	0	P0AEJ6				4.59165577905e-07			80.2398315482	5.89421886075e-06	0.442449645012	6.06078165234e-06	0.428270612998	4.70432504248e-06	0.445710895727	4.91627125403e-06	0.429334735101	6.6313402496e-06	0.428287650551
b2442	2558858	2560066	1	gene		2558858	0	P76542				4.59165577905e-07			80.2398320073	-8.1839794332e-07	0.442455539231	-3.56448835719e-07	0.428276673779	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2443	2560257	2560898	1	gene		2560257	0	P76543				4.59165577905e-07			80.2398324665	-8.1839794332e-07	0.442454720833	-3.56448835719e-07	0.428276317331	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2444	2561368	2561613	1	gene		2561368	0	P76544				4.59165577905e-07			80.2398329257	-8.1839794332e-07	0.442453902435	-3.56448835719e-07	0.428275960882	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2445	2561625	2561993	1	gene		2561625	0	P76545				4.59165577905e-07			80.2398333848	-8.1839794332e-07	0.442453084037	-3.56448835719e-07	0.428275604433	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
PM0-46124	2562053	2562110	1	promoter	[b2447, b2446]	2562053	0					4.59165577905e-07			80.239833844	-8.1839794332e-07	0.442452265639	-3.56448835719e-07	0.428275247984	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2446	2562111	2562527	1	gene		2562111	0	P76546				4.59165577905e-07			80.2398343032	-8.1839794332e-07	0.442451447241	-3.56448835719e-07	0.428274891535	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2447	2562524	2563117	1	gene		2562527	0	P76547				4.59165577905e-07			80.2398347623	-8.1839794332e-07	0.442450628843	-3.56448835719e-07	0.428274535086	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2448	2563592	2563969	1	gene		2563592	0	P76548				4.59165577905e-07			80.2398352215	-8.1839794332e-07	0.442449810445	-3.56448835719e-07	0.428274178638	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2449	2563980	2564372	1	gene		2563980	0	P76549				4.59165577905e-07			80.2398356807	-8.1839794332e-07	0.442448992047	-3.56448835719e-07	0.428273822189	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2450	2564523	2565332	1	gene		2564523	0	P76550				4.59165577905e-07			80.2398361398	-8.1839794332e-07	0.442448173649	-3.56448835719e-07	0.42827346574	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2451	2565481	2566884	-1	gene		2565481	0	P76551				4.59165577905e-07			80.239836599	-8.1839794332e-07	0.442447355251	-3.56448835719e-07	0.428273109291	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2452	2566881	2568107	-1	gene		2566884	0	P76552				4.59165577905e-07			80.2398370582	-8.1839794332e-07	0.442446536853	-3.56448835719e-07	0.428272752842	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2453	2568324	2569511	-1	gene		2568324	0	P76553				4.59165577905e-07			80.2398375173	-8.1839794332e-07	0.442445718455	-3.56448835719e-07	0.428272396393	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2454	2569501	2570337	-1	gene		2569511	0	P77277				4.59165577905e-07			80.2398379765	-8.1839794332e-07	0.442444900058	-3.56448835719e-07	0.428272039945	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2455	2570348	2571751	-1	gene		2570348	0	P77445				4.59165577905e-07			80.2398384356	-8.1839794332e-07	0.44244408166	-3.56448835719e-07	0.428271683496	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2456	2571763	2572050	-1	gene		2571763	0	P0AEJ8				4.59165577905e-07			80.2398388948	-8.1839794332e-07	0.442443263262	-3.56448835719e-07	0.428271327047	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2457	2572157	2572450	-1	gene		2572157	0	P0ABF4				4.59165577905e-07			80.239839354	-8.1839794332e-07	0.442442444864	-3.56448835719e-07	0.428270970598	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2458	2572489	2573505	-1	gene		2572489	0	P77218				4.59165577905e-07			80.2398398131	-8.1839794332e-07	0.442441626466	-3.56448835719e-07	0.428270614149	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2459	2573502	2574305	-1	gene		2573505	0	P65643				4.59165577905e-07			80.2398402723	-8.1839794332e-07	0.442440808068	-3.56448835719e-07	0.4282702577	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2460	2574302	2575003	-1	gene		2574305	0	P76555				4.59165577905e-07			80.2398407315	-8.1839794332e-07	0.44243998967	-3.56448835719e-07	0.428269901252	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2461	2574978	2575457	-1	gene		2575003	0	P76556				4.59165577905e-07			80.2398411906	-8.1839794332e-07	0.442439171272	-3.56448835719e-07	0.428269544803	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2462	2575470	2575805	-1	gene		2575470	0	P63746				4.59165577905e-07			80.2398416498	-8.1839794332e-07	0.442438352874	-3.56448835719e-07	0.428269188354	-0.0	0.445715600053	-0.0	0.429339651372	-0.0	0.428294281891
b2463	2576098	2578377	-1	gene		2576098	0	P76558	NADP-dependent malic enzyme OS=Escherichia coli (strain K12) GN=maeB PE=1 SV=1	maeB	Cytoplasm	0.0665020936192	0.0641063350547	0.0594822506561	80.239842109	0.0002412786444	0.442437534476	0.00015610658076	0.428268831905	0.000179918375508	0.445715600053	0.000262009289478	0.429339651372	0.000235270130357	0.428294281891
PM0-8523	2578570	2578665	1	promoter	[b2465, b2464]	2578570	0					4.59165577905e-07			80.3063442026	-8.1839794332e-07	0.44267881312	-3.56448835719e-07	0.428424938486	-0.0	0.445895518428	-0.0	0.429601660662	-0.0	0.428529552021
PM0-10095	2578608	2578665	1	promoter	[b2464]	2578665	0					4.59165577905e-07			80.3063446618	-8.1839794332e-07	0.442677994723	-3.56448835719e-07	0.428424582037	-0.0	0.445895518428	-0.0	0.429601660662	-0.0	0.428529552021
b2464	2578666	2579616	1	gene		2578666	0	P0A867	Transaldolase A OS=Escherichia coli (strain K12) GN=talA PE=1 SV=1	talA	Cytoplasm	0.0855352138431	0.0773733793213	0.087386251526	80.3063451209	0.000911305835352	0.442677176325	0.00072719379534	0.428424225588	0.00048253139017	0.445895518428	0.000189366827367	0.429601660662	0.000281120118893	0.428529552021
PM0-7682	2579308	2579635	1	promoter	[b2465]	2579616	0					4.59165577905e-07			80.3918803348	-8.1839794332e-07	0.44358848216	-3.56448835719e-07	0.429151419384	-0.0	0.446378049818	-0.0	0.429791027489	-0.0	0.42881067214
b2465	2579636	2581639	1	gene		2579636	0	P33570				4.59165577905e-07			80.3918807939	0.000700163553013	0.443587663762	0.000502376365138	0.429151062935	0.000287987305461	0.446378049818	9.18770984542e-05	0.429791027489	0.00011490996583	0.42881067214
b2466	2581734	2582777	-1	gene		2581734	0	P76559				4.59165577905e-07			80.3918812531	-8.1839794332e-07	0.444287827315	-3.56448835719e-07	0.4296534393	-0.0	0.446666037124	-0.0	0.429882904588	-0.0	0.428925582106
b2467	2582903	2583478	-1	gene		2582903	0	P37128				4.59165577905e-07			80.3918817123	5.35921931309e-05	0.444287008917	3.93102716456e-05	0.429653082851	4.36679661061e-05	0.446666037124	5.49719302143e-05	0.429882904588	5.36472593937e-05	0.428925582106
b2468	2583546	2585525	-1	gene		2583546	0	P37127				4.59165577905e-07			80.3918821714	-8.1839794332e-07	0.44434060111	-3.56448835719e-07	0.429692393123	-0.0	0.44670970509	-0.0	0.429937876518	-0.0	0.428979229365
PM0-36247	2585577	2585730	1	promoter	[b2469]	2585577	0					4.59165577905e-07			80.3918826306	-8.1839794332e-07	0.444339782712	-3.56448835719e-07	0.429692036674	-0.0	0.44670970509	-0.0	0.429937876518	-0.0	0.428979229365
b2469	2585731	2587431	1	gene		2585731	0					4.59165577905e-07			80.3918830898	-8.1839794332e-07	0.444338964314	-3.56448835719e-07	0.429691680225	-0.0	0.44670970509	-0.0	0.429937876518	-0.0	0.428979229365
PM0-8401	2587475	2587594	1	promoter	[b2470]	2587475	0					4.59165577905e-07			80.3918835489	-8.1839794332e-07	0.444338145916	-3.56448835719e-07	0.429691323776	-0.0	0.44670970509	-0.0	0.429937876518	-0.0	0.428979229365
b2470	2587595	2590708	1	gene		2587595	0	P24177	Probable aminoglycoside efflux pump OS=Escherichia coli (strain K12) GN=acrD PE=3 SV=3	acrD	Cell inner membrane	0.000169598858213	0.000185097022431	8.33104555581e-05	80.3918840081	-8.1839794332e-07	0.444337327518	-3.56448835719e-07	0.429690967327	-0.0	0.44670970509	-0.0	0.429937876518	-0.0	0.428979229365
b4606	2590807	2590866	-1	gene		2590807	0	A5A621				4.59165577905e-07			80.3920536069	-8.1839794332e-07	0.44433650912	-3.56448835719e-07	0.429690610878	-0.0	0.44670970509	-0.0	0.429937876518	-0.0	0.428979229365
PM0-36248	2590867	2590970	-1	promoter	[b4606]	2590867	0					4.59165577905e-07			80.3920540661	-8.1839794332e-07	0.444335690723	-3.56448835719e-07	0.42969025443	-0.0	0.44670970509	-0.0	0.429937876518	-0.0	0.428979229365
b2471	2591247	2591603	1	gene		2591247	0	P24178				4.59165577905e-07			80.3920545253	5.47411141394e-05	0.444334872325	7.48545919428e-05	0.429689897981	5.03918983153e-05	0.44670970509	6.34371164835e-05	0.429937876518	6.38193519418e-05	0.428979229365
PM0-9564	2591560	2591606	1	promoter	[b4547, b2472]	2591603	0					4.59165577905e-07			80.3920549844	-8.1839794332e-07	0.444389613439	-3.56448835719e-07	0.429764752573	-0.0	0.446760096988	-0.0	0.430001313634	-0.0	0.429043048717
b2472	2591607	2592734	1	gene		2591607	0	P0AED7				4.59165577905e-07			80.3920554436	2.23600658643e-05	0.444388795041	3.65891566796e-05	0.429764396124	3.51867514249e-05	0.446760096988	3.93971885166e-05	0.430001313634	4.90220302829e-05	0.429043048717
b4547	2592762	2592962	1	gene		2592762	0	Q2EET2				4.59165577905e-07			80.3920559028	-8.1839794332e-07	0.444411155107	-3.56448835719e-07	0.429800985281	-0.0	0.44679528374	-0.0	0.430040710823	-0.0	0.429092070748
b2473	2593072	2593770	-1	gene		2593072	0	P76561				4.59165577905e-07			80.3920563619	5.9631907453e-05	0.444410336709	4.25951245964e-05	0.429800628832	3.79780020974e-05	0.44679528374	4.41338333922e-05	0.430040710823	3.70396365201e-05	0.429092070748
b2474	2593844	2595859	-1	gene		2593844	0	P76562				4.59165577905e-07			80.3920568211	-8.1839794332e-07	0.444469968616	-3.56448835719e-07	0.429843223956	-0.0	0.446833261742	-0.0	0.430084844656	-0.0	0.429129110384
b2475	2595874	2596737	-1	gene		2595874	0	P64429	Uncharacterized protein ypfJ OS=Escherichia coli (strain K12) GN=ypfJ PE=4 SV=1	ypfJ	Membrane	0.010703591193	0.00606149102953	0.00659338146033	80.3920572803	3.34874248914e-05	0.444469150218	2.74350446904e-05	0.429842867507	2.61378463481e-05	0.446833261742	2.83458263822e-05	0.430084844656	2.00707539029e-05	0.429129110384
b2476	2596905	2597618	-1	gene		2596905	0	P0A7D7	Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Escherichia coli (strain K12) GN=purC PE=1 SV=1	purC	Cytoplasm	0.3665375927	0.375370623366	0.353214048906	80.4027608715	0.00147756573338	0.444502637643	0.00143177949087	0.429870302552	0.00171117582914	0.446859399588	0.00178408971286	0.430113190483	0.00202693608805	0.429149181138
PM00076	2597619	2597781	-1	promoter	[b2476]	2597619	0					4.59165577905e-07			80.7692984642	-8.1839794332e-07	0.445980203376	-3.56448835719e-07	0.431302082043	-0.0	0.448570575417	-0.0	0.431897280195	-0.0	0.431176117226
b2477	2597831	2598865	-1	gene		2597831	0	P0A903	Lipoprotein 34 OS=Escherichia coli (strain K12) GN=nlpB PE=1 SV=1	bamC	Cell outer membrane	0.110698097036	0.107156080944	0.106798792678	80.7692989233	0.000261049532543	0.445979384979	0.000231896278414	0.431301725594	0.000183753568084	0.448570575417	0.000231777548467	0.431897280195	0.000244682183126	0.431176117226
PM0-4401	2598866	2599014	-1	promoter	[b2477]	2598866	0					4.59165577905e-07			80.8799970204	-8.1839794332e-07	0.446240434511	-3.56448835719e-07	0.431533621873	-0.0	0.448754328985	-0.0	0.432129057744	-0.0	0.431420799409
b2478	2598882	2599760	-1	gene		2599014	0	P0A6L2	Dihydrodipicolinate synthase OS=Escherichia coli (strain K12) GN=dapA PE=1 SV=1	dapA	Cytoplasm	0.209033438882	0.183706883502	0.186137201638	80.8799974795	0.000956216189837	0.446239616113	0.000711830372107	0.431533265424	0.000655845845596	0.448754328985	0.000748871150715	0.432129057744	0.000756028545829	0.431420799409
PM00413	2599761	2599784	-1	promoter	[b2477, b2478]	2599761	0					4.59165577905e-07			81.0890309184	-8.1839794332e-07	0.447195832303	-3.56448835719e-07	0.432245095796	-0.0	0.449410174831	-0.0	0.432877928895	-0.0	0.432176827955
