gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass	W3110_control	W3110_control_cumulative_abundance	W3110_cumate	W3110_cumate_cumulative_abundance	Step_06_control	Step_06_control_cumulative_abundance	Step_06_cumate	Step_06_cumate_cumulative_abundance	Step_07_control	Step_07_control_cumulative_abundance	Step_07_cumate	Step_07_cumate_cumulative_abundance	Step_11_control	Step_11_control_cumulative_abundance	Step_11_cumate	Step_11_cumate_cumulative_abundance	Step_12_lowOD_control	Step_12_lowOD_control_cumulative_abundance	Step_12_lowOD_cumate	Step_12_lowOD_cumate_cumulative_abundance	Step_15_control	Step_15_control_cumulative_abundance	Step_15_cumate	Step_15_cumate_cumulative_abundance	Step_16_control	Step_16_control_cumulative_abundance	Step_16_cumate	Step_16_cumate_cumulative_abundance	MGF-01_control	MGF-01_control_cumulative_abundance	MGF-01_cumate	MGF-01_cumate_cumulative_abundance	MGF-02_control	MGF-02_control_cumulative_abundance	MGF-02_cumate	MGF-02_cumate_cumulative_abundance
b4696	1592665	1597987	-1	gene		1592665	0					4.59165577905e-07			54.0036393027	-0.0	0.244606288106	-0.0	0.274034561837	-0.0	0.252673211154	-0.0	0.287785065162	-0.0	0.245668892621	-0.0	0.284942121046	-0.0	0.262050496944	-0.0	0.292164063123	-0.0	0.263846413008	-0.0	0.245961809464	-0.0	0.255074970952	-0.0	0.269220033005	-0.0	0.2537184682	-0.0	0.285117803506	-0.0	0.260244255445	-0.0	0.286074313201	-0.0	0.281801004405	-0.0	0.299720583725
b1511	1598617	1600209	-1	gene		1598617	0	P77432	Autoinducer 2 kinase LsrK OS=Escherichia coli (strain K12) GN=lsrK PE=1 SV=1	lsrK	Cytoplasm	0.000537164444504	0.000433470837949	0.00090834722364	54.0036397619	-0.0	0.244606288106	-0.0	0.274034561837	-0.0	0.252673211154	-0.0	0.287785065162	-0.0	0.245668892621	-0.0	0.284942121046	-0.0	0.262050496944	-0.0	0.292164063123	-0.0	0.263846413008	-0.0	0.245961809464	-0.0	0.255074970952	-0.0	0.269220033005	-0.0	0.2537184682	-0.0	0.285117803506	-0.0	0.260244255445	-0.0	0.286074313201	-0.0	0.281801004405	-0.0	0.299720583725
b1512	1600288	1601241	-1	gene		1600288	0	P76141				4.59165577905e-07			54.0041769263	-0.0	0.244606288106	-0.0	0.274034561837	-0.0	0.252673211154	-0.0	0.287785065162	-0.0	0.245668892621	-0.0	0.284942121046	-0.0	0.262050496944	-0.0	0.292164063123	-0.0	0.263846413008	-0.0	0.245961809464	-0.0	0.255074970952	-0.0	0.269220033005	-0.0	0.2537184682	-0.0	0.285117803506	-0.0	0.260244255445	-0.0	0.286074313201	-0.0	0.281801004405	-0.0	0.299720583725
PM0-10233	1601242	1601257	-1	promoter	[b1511, b1512]	1601242	0					4.59165577905e-07			54.0041773855	-0.0	0.244606288106	-0.0	0.274034561837	-0.0	0.252673211154	-0.0	0.287785065162	-0.0	0.245668892621	-0.0	0.284942121046	-0.0	0.262050496944	-0.0	0.292164063123	-0.0	0.263846413008	-0.0	0.245961809464	-0.0	0.255074970952	-0.0	0.269220033005	-0.0	0.2537184682	-0.0	0.285117803506	-0.0	0.260244255445	-0.0	0.286074313201	-0.0	0.281801004405	-0.0	0.299720583725
PM0-8241	1601460	1601489	1	promoter	[b1519, b1518, b1517, b1516, b1515, b1514, b1513]	1601460	0					4.59165577905e-07			54.0041778447	-0.0	0.244606288106	-0.0	0.274034561837	-0.0	0.252673211154	-0.0	0.287785065162	-0.0	0.245668892621	-0.0	0.284942121046	-0.0	0.262050496944	-0.0	0.292164063123	-0.0	0.263846413008	-0.0	0.245961809464	-0.0	0.255074970952	-0.0	0.269220033005	-0.0	0.2537184682	-0.0	0.285117803506	-0.0	0.260244255445	-0.0	0.286074313201	-0.0	0.281801004405	-0.0	0.299720583725
b1513	1601490	1603025	1	gene		1601490	0	P77257	Autoinducer 2 import ATP-binding protein LsrA OS=Escherichia coli (strain K12) GN=lsrA PE=1 SV=1	lsrA	Cell inner membrane	5.56632891864e-07	5.54288945721e-07	5.63571903056e-07	54.0041783038	-0.0	0.244606288106	-0.0	0.274034561837	-0.0	0.252673211154	-0.0	0.287785065162	-0.0	0.245668892621	-0.0	0.284942121046	-0.0	0.262050496944	-0.0	0.292164063123	-0.0	0.263846413008	-0.0	0.245961809464	-0.0	0.255074970952	-0.0	0.269220033005	-0.0	0.2537184682	-0.0	0.285117803506	-0.0	0.260244255445	-0.0	0.286074313201	-0.0	0.281801004405	-0.0	0.299720583725
b1514	1603019	1604047	1	gene		1603025	0	P77672				4.59165577905e-07			54.0041788605	-0.0	0.244606288106	-0.0	0.274034561837	-0.0	0.252673211154	-0.0	0.287785065162	-0.0	0.245668892621	-0.0	0.284942121046	-0.0	0.262050496944	-0.0	0.292164063123	-0.0	0.263846413008	-0.0	0.245961809464	-0.0	0.255074970952	-0.0	0.269220033005	-0.0	0.2537184682	-0.0	0.285117803506	-0.0	0.260244255445	-0.0	0.286074313201	-0.0	0.281801004405	-0.0	0.299720583725
b1515	1604047	1605039	1	gene		1604047	0	P0AFS1				4.59165577905e-07			54.0041793196	-0.0	0.244606288106	-0.0	0.274034561837	-0.0	0.252673211154	-0.0	0.287785065162	-0.0	0.245668892621	-0.0	0.284942121046	-0.0	0.262050496944	-0.0	0.292164063123	-0.0	0.263846413008	-0.0	0.245961809464	-0.0	0.255074970952	-0.0	0.269220033005	-0.0	0.2537184682	-0.0	0.285117803506	-0.0	0.260244255445	-0.0	0.286074313201	-0.0	0.281801004405	-0.0	0.299720583725
b1516	1605051	1606073	1	gene		1605051	0	P76142	Autoinducer 2-binding protein lsrB OS=Escherichia coli (strain K12) GN=lsrB PE=1 SV=1	lsrB	Periplasm	0.00518922706612	0.00482485732924	0.00627942692237	54.0041797788	-0.0	0.244606288106	-0.0	0.274034561837	-0.0	0.252673211154	-0.0	0.287785065162	-0.0	0.245668892621	-0.0	0.284942121046	-0.0	0.262050496944	-0.0	0.292164063123	-0.0	0.263846413008	-0.0	0.245961809464	-0.0	0.255074970952	-0.0	0.269220033005	-0.0	0.2537184682	-0.0	0.285117803506	-0.0	0.260244255445	-0.0	0.286074313201	-0.0	0.281801004405	-0.0	0.299720583725
b1517	1606100	1606975	1	gene		1606100	0	P76143	Uncharacterized aldolase lsrF OS=Escherichia coli (strain K12) GN=lsrF PE=1 SV=1	lsrF	Cytoplasm	0.00401845452142	0.00553912474873	0.00463744987236	54.0093690059	1.23233068509e-05	0.244606288106	1.42104029477e-05	0.274034561837	1.05664084108e-05	0.252673211154	1.55326865108e-05	0.287785065162	1.37712809909e-05	0.245668892621	2.89139417849e-05	0.284942121046	2.08949515137e-05	0.262050496944	3.50387952179e-06	0.292164063123	4.21660734176e-06	0.263846413008	1.55618766284e-05	0.245961809464	1.26538099769e-05	0.255074970952	1.55138124518e-05	0.269220033005	1.21483108188e-05	0.2537184682	3.01923073574e-05	0.285117803506	1.26354625714e-05	0.260244255445	4.27290322792e-05	0.286074313201	1.12932620176e-05	0.281801004405	7.22570303772e-06	0.299720583725
b1518	1606999	1607289	1	gene		1606999	0	P64461	Autoinducer 2-degrading protein lsrG OS=Escherichia coli (strain K12) GN=lsrG PE=1 SV=1	lsrG	Cytoplasm	1.01050309855e-05	0.000101325200006	7.25053862785e-05	54.0133874604	-0.0	0.244618611413	-0.0	0.274048772239	-0.0	0.252683777562	-0.0	0.287800597849	-0.0	0.245682663902	-0.0	0.284971034988	-0.0	0.262071391895	-0.0	0.292167567003	-0.0	0.263850629615	-0.0	0.24597737134	-0.0	0.255087624762	-0.0	0.269235546817	-0.0	0.253730616511	-0.0	0.285147995813	-0.0	0.260256890908	-0.0	0.286117042234	-0.0	0.281812297667	-0.0	0.299727809428
PM0-9760	1607221	1607345	1	promoter	[b1519]	1607289	0					4.59165577905e-07			54.0133975654	-0.0	0.244618611413	-0.0	0.274048772239	-0.0	0.252683777562	-0.0	0.287800597849	-0.0	0.245682663902	-0.0	0.284971034988	-0.0	0.262071391895	-0.0	0.292167567003	-0.0	0.263850629615	-0.0	0.24597737134	-0.0	0.255087624762	-0.0	0.269235546817	-0.0	0.253730616511	-0.0	0.285147995813	-0.0	0.260256890908	-0.0	0.286117042234	-0.0	0.281812297667	-0.0	0.299727809428
b1519	1607346	1608104	1	gene		1607346	0	P76145	Trans-aconitate 2-methyltransferase OS=Escherichia coli (strain K12) GN=tam PE=1 SV=3	tam	Cytoplasm	0.00464494302463	0.00531140208587	0.00452581897745	54.0133980246	1.18038004945e-05	0.244618611413	1.15334142803e-05	0.274048772239	1.61563478374e-05	0.252683777562	1.5284084404e-05	0.287800597849	1.89138372413e-05	0.245682663902	2.41944709379e-05	0.284971034988	2.07929340268e-05	0.262071391895	2.06171784073e-05	0.292167567003	1.93918035262e-05	0.263850629615	1.14770605759e-05	0.24597737134	2.41479243742e-05	0.255087624762	1.1023600047e-05	0.269235546817	1.40461632317e-05	0.253730616511	6.84994735007e-06	0.285147995813	2.44239188031e-05	0.260256890908	1.53563184336e-05	0.286117042234	3.88334366272e-05	0.281812297667	3.98778154327e-06	0.299727809428
b1520	1608108	1609022	-1	gene		1608108	0	P76146				4.59165577905e-07			54.0180429676	-0.0	0.244630415214	-0.0	0.274060305654	-0.0	0.25269993391	-0.0	0.287815881933	-0.0	0.245701577739	-0.0	0.284995229459	-0.0	0.26209218483	-0.0	0.292188184181	-0.0	0.263870021419	-0.0	0.245988848401	-0.0	0.255111772686	-0.0	0.269246570417	-0.0	0.253744662674	-0.0	0.285154845761	-0.0	0.260281314827	-0.0	0.286132398552	-0.0	0.281851131103	-0.0	0.299731797209
b1521	1609229	1610680	-1	gene		1609229	0	P0A6L7				4.59165577905e-07			54.0180434268	6.79078600734e-07	0.244630415214	2.81465261573e-06	0.274060305654	2.28793412344e-06	0.25269993391	1.73770751495e-06	0.287815881933	6.25461586832e-07	0.245701577739	2.55962328253e-06	0.284995229459	1.07362057375e-06	0.26209218483	1.7586919928e-06	0.292188184181	0.0	0.263870021419	3.25602686959e-06	0.245988848401	3.5324028798e-07	0.255111772686	4.57407288844e-06	0.269246570417	0.0	0.253744662674	8.42538316699e-07	0.285154845761	1.08122251535e-06	0.260281314827	9.97497172986e-07	0.286132398552	2.27278967549e-06	0.281851131103	6.81420678212e-07	0.299731797209
PM0-36188	1610681	1610720	-1	promoter	[b1521]	1610681	0					4.59165577905e-07			54.0180438859	-0.0	0.244631094292	-0.0	0.274063120306	-0.0	0.252702221844	-0.0	0.287817619641	-0.0	0.245702203201	-0.0	0.284997789082	-0.0	0.26209325845	-0.0	0.292189942873	-0.0	0.263870021419	-0.0	0.245992104428	-0.0	0.255112125927	-0.0	0.26925114449	-0.0	0.253744662674	-0.0	0.285155688299	-0.0	0.260282396049	-0.0	0.286133396049	-0.0	0.281853403893	-0.0	0.29973247863
b1522	1610907	1611854	-1	gene		1610907	0	P76147				4.59165577905e-07			54.0180443451	-0.0	0.244631094292	-0.0	0.274063120306	-0.0	0.252702221844	-0.0	0.287817619641	-0.0	0.245702203201	-0.0	0.284997789082	-0.0	0.26209325845	-0.0	0.292189942873	-0.0	0.263870021419	-0.0	0.245992104428	-0.0	0.255112125927	-0.0	0.26925114449	-0.0	0.253744662674	-0.0	0.285155688299	-0.0	0.260282396049	-0.0	0.286133396049	-0.0	0.281853403893	-0.0	0.29973247863
b1523	1611966	1612325	-1	gene		1611966	0	P76148				4.59165577905e-07			54.0180448043	6.32610529108e-06	0.244631094292	2.85797412782e-07	0.274063120306	0.0	0.252702221844	0.0	0.287817619641	0.0	0.245702203201	0.0	0.284997789082	7.94022817089e-06	0.26209325845	3.62377840696e-06	0.292189942873	1.47562826221e-06	0.263870021419	1.41846561643e-06	0.245992104428	2.30022349999e-06	0.255112125927	2.78396580881e-07	0.26925114449	7.63622676604e-06	0.253744662674	9.9814263731e-07	0.285155688299	3.25395258126e-06	0.260282396049	1.0396111406e-06	0.286133396049	2.68294044145e-06	0.281853403893	2.99068940044e-06	0.29973247863
b1524	1612325	1613251	-1	gene		1612325	0	P0A6W0				4.59165577905e-07			54.0180452634	7.24009704937e-06	0.244637420398	4.69310779156e-06	0.274063406104	4.10926480901e-06	0.252702221844	8.1838879663e-06	0.287817619641	7.59851914151e-06	0.245702203201	8.6203762736e-06	0.284997789082	1.10672640244e-05	0.262101198678	5.7539625273e-06	0.292193566651	6.23314086058e-06	0.263871497047	3.24631973608e-05	0.245993522893	4.98422467529e-06	0.25511442615	1.53270046953e-06	0.269251422887	2.59503807132e-06	0.253752298901	5.25008283132e-06	0.285156686441	1.19580401043e-06	0.260285650002	6.69268277971e-06	0.28613443566	7.68000763742e-07	0.281856086833	5.70388289398e-06	0.29973546932
b1525	1613315	1614703	-1	gene		1613315	0	P76149				4.59165577905e-07			54.0180457226	8.9110988561e-06	0.244644660495	7.21039141378e-06	0.274068099212	7.56479662128e-06	0.252706331109	8.25256745621e-06	0.287825803529	1.91639361809e-05	0.24570980172	1.06599501056e-05	0.285006409458	1.38622802014e-05	0.262112265942	1.01734595283e-05	0.292199320614	1.14516368656e-05	0.263877730188	1.064096797e-05	0.246025986091	1.15731449223e-05	0.255119410375	7.46145692872e-06	0.269252955587	5.38674304982e-06	0.253754893939	9.79899440903e-06	0.285161936524	6.81088639616e-06	0.260286845806	7.79540282299e-06	0.286141128343	3.33675260888e-05	0.281856854834	8.04698826353e-06	0.299741173202
b1526	1614804	1615685	1	gene		1614804	0	P77309				4.59165577905e-07			54.0180461818	-0.0	0.244653571594	-0.0	0.274075309603	-0.0	0.252713895906	-0.0	0.287834056096	-0.0	0.245728965656	-0.0	0.285017069409	-0.0	0.262126128222	-0.0	0.292209494073	-0.0	0.263889181825	-0.0	0.246036627059	-0.0	0.25513098352	-0.0	0.269260417044	-0.0	0.253760280682	-0.0	0.285171735519	-0.0	0.260293656692	-0.0	0.286148923746	-0.0	0.28189022236	-0.0	0.299749220191
b1527	1615763	1616878	1	gene		1615763	0	P76150				4.59165577905e-07			54.0180466409	-0.0	0.244653571594	-0.0	0.274075309603	-0.0	0.252713895906	-0.0	0.287834056096	-0.0	0.245728965656	-0.0	0.285017069409	-0.0	0.262126128222	-0.0	0.292209494073	-0.0	0.263889181825	-0.0	0.246036627059	-0.0	0.25513098352	-0.0	0.269260417044	-0.0	0.253760280682	-0.0	0.285171735519	-0.0	0.260293656692	-0.0	0.286148923746	-0.0	0.28189022236	-0.0	0.299749220191
PM0-1581	1616955	1617027	1	promoter	[b1528]	1616955	0					4.59165577905e-07			54.0180471001	-0.0	0.244653571594	-0.0	0.274075309603	-0.0	0.252713895906	-0.0	0.287834056096	-0.0	0.245728965656	-0.0	0.285017069409	-0.0	0.262126128222	-0.0	0.292209494073	-0.0	0.263889181825	-0.0	0.246036627059	-0.0	0.25513098352	-0.0	0.269260417044	-0.0	0.253760280682	-0.0	0.285171735519	-0.0	0.260293656692	-0.0	0.286148923746	-0.0	0.28189022236	-0.0	0.299749220191
b1528	1617028	1618218	1	gene		1617028	0	P31122				4.59165577905e-07			54.0180475593	-0.0	0.244653571594	-0.0	0.274075309603	-0.0	0.252713895906	-0.0	0.287834056096	-0.0	0.245728965656	-0.0	0.285017069409	-0.0	0.262126128222	-0.0	0.292209494073	-0.0	0.263889181825	-0.0	0.246036627059	-0.0	0.25513098352	-0.0	0.269260417044	-0.0	0.253760280682	-0.0	0.285171735519	-0.0	0.260293656692	-0.0	0.286148923746	-0.0	0.28189022236	-0.0	0.299749220191
b1529	1618243	1618908	-1	gene		1618243	0	P0AEY1				4.59165577905e-07			54.0180480184	-0.0	0.244653571594	-0.0	0.274075309603	-0.0	0.252713895906	-0.0	0.287834056096	-0.0	0.245728965656	-0.0	0.285017069409	-0.0	0.262126128222	-0.0	0.292209494073	-0.0	0.263889181825	-0.0	0.246036627059	-0.0	0.25513098352	-0.0	0.269260417044	-0.0	0.253760280682	-0.0	0.285171735519	-0.0	0.260293656692	-0.0	0.286148923746	-0.0	0.28189022236	-0.0	0.299749220191
PM0-9954	1618909	1618941	-1	promoter	[b1529]	1618909	0					4.59165577905e-07			54.0180484776	-0.0	0.244653571594	-0.0	0.274075309603	-0.0	0.252713895906	-0.0	0.287834056096	-0.0	0.245728965656	-0.0	0.285017069409	-0.0	0.262126128222	-0.0	0.292209494073	-0.0	0.263889181825	-0.0	0.246036627059	-0.0	0.25513098352	-0.0	0.269260417044	-0.0	0.253760280682	-0.0	0.285171735519	-0.0	0.260293656692	-0.0	0.286148923746	-0.0	0.28189022236	-0.0	0.299749220191
PM00265	1619093	1619119	1	promoter	[b1530, b1531, b1532]	1619093	0					4.59165577905e-07			54.0180489368	-0.0	0.244653571594	-0.0	0.274075309603	-0.0	0.252713895906	-0.0	0.287834056096	-0.0	0.245728965656	-0.0	0.285017069409	-0.0	0.262126128222	-0.0	0.292209494073	-0.0	0.263889181825	-0.0	0.246036627059	-0.0	0.25513098352	-0.0	0.269260417044	-0.0	0.253760280682	-0.0	0.285171735519	-0.0	0.260293656692	-0.0	0.286148923746	-0.0	0.28189022236	-0.0	0.299749220191
b1530	1619120	1619554	1	gene		1619120	0	P27245				4.59165577905e-07			54.0180493959	3.14395090081e-08	0.244653571594	2.54737648031e-06	0.274075309603	4.27467537332e-08	0.252713895906	2.42004397333e-06	0.287834056096	5.79892797157e-08	0.245728965656	3.29597480862e-06	0.285017069409	1.77487232386e-08	0.262126128222	4.96190781832e-06	0.292209494073	0.0	0.263889181825	0.0	0.246036627059	0.0	0.25513098352	1.00260126428e-06	0.269260417044	0.0	0.253760280682	1.8123136685e-06	0.285171735519	0.0	0.260293656692	2.6980505733e-06	0.286148923746	0.0	0.28189022236	1.74351697415e-06	0.299749220191
b1531	1619574	1619957	1	gene		1619574	0	P0ACH5				4.59165577905e-07			54.0180498551	7.62299189079e-07	0.244653603033	1.01657978251e-06	0.274077856979	1.27177038418e-06	0.252713938653	2.76833461166e-06	0.28783647614	0.0	0.245729023645	5.03089229868e-06	0.285020365383	0.0	0.262126145971	6.11012269976e-06	0.292214455981	0.0	0.263889181825	9.52152193445e-06	0.246036627059	1.95251831854e-07	0.25513098352	7.30809296512e-07	0.269261419645	0.0	0.253760280682	2.1704946349e-06	0.285173547832	0.0	0.260293656692	5.2668240589e-06	0.286151621796	0.0	0.28189022236	6.95192447067e-06	0.299750963708
b1532	1619989	1620207	1	gene		1619989	0	P31121				4.59165577905e-07			54.0180503143	-0.0	0.244654365332	-0.0	0.274078873559	-0.0	0.252715210423	-0.0	0.287839244475	-0.0	0.245729023645	-0.0	0.285025396276	-0.0	0.262126145971	-0.0	0.292220566104	-0.0	0.263889181825	-0.0	0.24604614858	-0.0	0.255131178772	-0.0	0.269262150455	-0.0	0.253760280682	-0.0	0.285175718327	-0.0	0.260293656692	-0.0	0.28615688862	-0.0	0.28189022236	-0.0	0.299757915632
b1533	1620238	1621137	-1	gene		1620238	0	P31125				4.59165577905e-07			54.0180507734	-0.0	0.244654365332	-0.0	0.274078873559	-0.0	0.252715210423	-0.0	0.287839244475	-0.0	0.245729023645	-0.0	0.285025396276	-0.0	0.262126145971	-0.0	0.292220566104	-0.0	0.263889181825	-0.0	0.24604614858	-0.0	0.255131178772	-0.0	0.269262150455	-0.0	0.253760280682	-0.0	0.285175718327	-0.0	0.260293656692	-0.0	0.28615688862	-0.0	0.28189022236	-0.0	0.299757915632
b1534	1621332	1622519	1	gene		1621332	0	P31126				4.59165577905e-07			54.0180512326	-0.0	0.244654365332	-0.0	0.274078873559	-0.0	0.252715210423	-0.0	0.287839244475	-0.0	0.245729023645	-0.0	0.285025396276	-0.0	0.262126145971	-0.0	0.292220566104	-0.0	0.263889181825	-0.0	0.24604614858	-0.0	0.255131178772	-0.0	0.269262150455	-0.0	0.253760280682	-0.0	0.285175718327	-0.0	0.260293656692	-0.0	0.28615688862	-0.0	0.28189022236	-0.0	0.299757915632
PM0-10505	1622588	1622645	1	promoter	[b4599]	1622588	0					4.59165577905e-07			54.0180516918	-0.0	0.244654365332	-0.0	0.274078873559	-0.0	0.252715210423	-0.0	0.287839244475	-0.0	0.245729023645	-0.0	0.285025396276	-0.0	0.262126145971	-0.0	0.292220566104	-0.0	0.263889181825	-0.0	0.24604614858	-0.0	0.255131178772	-0.0	0.269262150455	-0.0	0.253760280682	-0.0	0.285175718327	-0.0	0.260293656692	-0.0	0.28615688862	-0.0	0.28189022236	-0.0	0.299757915632
b4599	1622646	1622741	1	gene		1622646	0	A5A616				4.59165577905e-07			54.0180521509	-0.0	0.244654365332	-0.0	0.274078873559	-0.0	0.252715210423	-0.0	0.287839244475	-0.0	0.245729023645	-0.0	0.285025396276	-0.0	0.262126145971	-0.0	0.292220566104	-0.0	0.263889181825	-0.0	0.24604614858	-0.0	0.255131178772	-0.0	0.269262150455	-0.0	0.253760280682	-0.0	0.285175718327	-0.0	0.260293656692	-0.0	0.28615688862	-0.0	0.28189022236	-0.0	0.299757915632
b4698	1622817	1622914	-1	gene		1622817	0					4.59165577905e-07			54.0180526101	-0.0	0.244654365332	-0.0	0.274078873559	-0.0	0.252715210423	-0.0	0.287839244475	-0.0	0.245729023645	-0.0	0.285025396276	-0.0	0.262126145971	-0.0	0.292220566104	-0.0	0.263889181825	-0.0	0.24604614858	-0.0	0.255131178772	-0.0	0.269262150455	-0.0	0.253760280682	-0.0	0.285175718327	-0.0	0.260293656692	-0.0	0.28615688862	-0.0	0.28189022236	-0.0	0.299757915632
PM0-10504	1622915	1622914	-1	promoter	[b4698]	1622915	1					4.59165577905e-07			54.0180530692	-0.0	0.244654365332	-0.0	0.274078873559	-0.0	0.252715210423	-0.0	0.287839244475	-0.0	0.245729023645	-0.0	0.285025396276	-0.0	0.262126145971	-0.0	0.292220566104	-0.0	0.263889181825	-0.0	0.24604614858	-0.0	0.255131178772	-0.0	0.269262150455	-0.0	0.253760280682	-0.0	0.285175718327	-0.0	0.260293656692	-0.0	0.28615688862	-0.0	0.28189022236	-0.0	0.299757915632
b1535	1622960	1623850	-1	gene		1622960	0	P31129				4.59165577905e-07			54.0180535284	0.0	0.244654365332	0.0	0.274078873559	0.0	0.252715210423	0.0	0.287839244475	0.0	0.245729023645	0.0	0.285025396276	0.0	0.262126145971	0.0	0.292220566104	0.0	0.263889181825	0.0	0.24604614858	0.0	0.255131178772	0.0	0.269262150455	0.0	0.253760280682	0.0	0.285175718327	0.0	0.260293656692	0.0	0.28615688862	0.0	0.28189022236	0.0	0.299757915632
PM0-9401	1623851	1623879	-1	promoter	[b1535]	1623851	0					4.59165577905e-07			54.0180539876	-0.0	0.244654365332	-0.0	0.274078873559	-0.0	0.252715210423	-0.0	0.287839244475	-0.0	0.245729023645	-0.0	0.285025396276	-0.0	0.262126145971	-0.0	0.292220566104	-0.0	0.263889181825	-0.0	0.24604614858	-0.0	0.255131178772	-0.0	0.269262150455	-0.0	0.253760280682	-0.0	0.285175718327	-0.0	0.260293656692	-0.0	0.28615688862	-0.0	0.28189022236	-0.0	0.299757915632
b1536	1624105	1624497	-1	gene		1624105	0	P31130				4.59165577905e-07			54.0180544467	-0.0	0.244654365332	-0.0	0.274078873559	-0.0	0.252715210423	-0.0	0.287839244475	-0.0	0.245729023645	-0.0	0.285025396276	-0.0	0.262126145971	-0.0	0.292220566104	-0.0	0.263889181825	-0.0	0.24604614858	-0.0	0.255131178772	-0.0	0.269262150455	-0.0	0.253760280682	-0.0	0.285175718327	-0.0	0.260293656692	-0.0	0.28615688862	-0.0	0.28189022236	-0.0	0.299757915632
PM0-44976	1624498	1624559	-1	promoter	[b1536]	1624498	0					4.59165577905e-07			54.0180549059	-0.0	0.244654365332	-0.0	0.274078873559	-0.0	0.252715210423	-0.0	0.287839244475	-0.0	0.245729023645	-0.0	0.285025396276	-0.0	0.262126145971	-0.0	0.292220566104	-0.0	0.263889181825	-0.0	0.24604614858	-0.0	0.255131178772	-0.0	0.269262150455	-0.0	0.253760280682	-0.0	0.285175718327	-0.0	0.260293656692	-0.0	0.28615688862	-0.0	0.28189022236	-0.0	0.299757915632
PM0-10367	1624688	1624772	1	promoter	[b1537]	1624688	0					4.59165577905e-07			54.0180553651	-0.0	0.244654365332	-0.0	0.274078873559	-0.0	0.252715210423	-0.0	0.287839244475	-0.0	0.245729023645	-0.0	0.285025396276	-0.0	0.262126145971	-0.0	0.292220566104	-0.0	0.263889181825	-0.0	0.24604614858	-0.0	0.255131178772	-0.0	0.269262150455	-0.0	0.253760280682	-0.0	0.285175718327	-0.0	0.260293656692	-0.0	0.28615688862	-0.0	0.28189022236	-0.0	0.299757915632
b1537	1624773	1625291	1	gene		1624773	0	P31131				4.59165577905e-07			54.0180558242	3.7174347819e-05	0.244654365332	2.63399664584e-05	0.274078873559	2.34709526635e-05	0.252715210423	2.03973657536e-05	0.287839244475	2.74047254756e-05	0.245729023645	2.67292322849e-05	0.285025396276	3.00892680641e-05	0.262126145971	2.24988574159e-05	0.292220566104	0.0	0.263889181825	2.59814317569e-06	0.24604614858	0.0	0.255131178772	9.36223621707e-07	0.269262150455	0.0	0.253760280682	0.0	0.285175718327	2.29760073637e-06	0.260293656692	1.25650901998e-06	0.28615688862	3.67938926351e-06	0.28189022236	7.49802112387e-07	0.299757915632
b1538	1625335	1627380	-1	gene		1625335	0	P24171	Peptidyl-dipeptidase dcp OS=Escherichia coli (strain K12) GN=dcp PE=1 SV=4	dcp	Cytoplasm	0.0759597485634	0.0773729634607	0.0740224083688	54.0180562834	0.000410017305647	0.24469153968	0.000329264383026	0.274105213526	0.000383808854916	0.252738681376	0.000344221341695	0.28785964184	0.000364671561536	0.245756428371	0.000382961374405	0.285052125508	0.000366404770825	0.262156235239	0.000319736187164	0.292243064961	0.000394432045229	0.263889181825	0.00039521021265	0.246048746724	0.000451671114557	0.255131178772	0.00035656052394	0.269263086678	0.000411499476763	0.253760280682	0.000358519925631	0.285175718327	0.000421106076229	0.260295954293	0.000360351490339	0.28615814513	0.000507642377396	0.281893901749	0.000321561313343	0.299758665434
PM0-10044	1627491	1627516	1	promoter	[b1539]	1627491	0					4.59165577905e-07			54.094016032	-0.0	0.245101556986	-0.0	0.274434477909	-0.0	0.253122490231	-0.0	0.288203863182	-0.0	0.246121099932	-0.0	0.285435086882	-0.0	0.26252264001	-0.0	0.292562801149	-0.0	0.26428361387	-0.0	0.246443956936	-0.0	0.255582849886	-0.0	0.269619647202	-0.0	0.254171780159	-0.0	0.285534238253	-0.0	0.260717060369	-0.0	0.28651849662	-0.0	0.282401544127	-0.0	0.300080226748
b1539	1627517	1628263	1	gene		1627517	0	P39831				4.59165577905e-07			54.0940164911	0.000677177055769	0.245101556986	0.000626011997225	0.274434477909	0.000738595752739	0.253122490231	0.000671455285248	0.288203863182	0.000697334766655	0.246121099932	0.000644864110062	0.285435086882	0.00084046391246	0.26252264001	0.000743356513215	0.292562801149	0.00106080525158	0.26428361387	0.000748373013938	0.246443956936	0.000987954014738	0.255582849886	0.000817778986847	0.269619647202	0.00133910819948	0.254171780159	0.000738812475401	0.285534238253	0.00111755284476	0.260717060369	0.000740836167441	0.28651849662	0.00161869139158	0.282401544127	0.000782749882028	0.300080226748
PM0-10045	1628326	1628351	1	promoter	[b1540]	1628326	0					4.59165577905e-07			54.0940169503	-0.0	0.245778734042	-0.0	0.275060489906	-0.0	0.253861085983	-0.0	0.288875318467	-0.0	0.246818434699	-0.0	0.286079950992	-0.0	0.263363103923	-0.0	0.293306157662	-0.0	0.265344419121	-0.0	0.24719232995	-0.0	0.256570803901	-0.0	0.270437426189	-0.0	0.255510888358	-0.0	0.286273050728	-0.0	0.261834613214	-0.0	0.287259332787	-0.0	0.284020235518	-0.0	0.30086297663
