gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	kDa/Protein	cumulativeAbundance
b2496	2618075	2618776	-1	gene		2618075	0	P69931							110.73090803705458	292552.5863909267
b2497	2618871	2620160	-1	gene		2618871	0	P0AGM7							110.73090803705458	292663.3172989637
b2498	2620246	2620872	-1	gene		2620246	0	P0A8F0	Uracil phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=upp PE=1 SV=1	upp	Cytoplasm	0.8755515933368037	0.8707569583210841	0.8401344124138113	110.73090803705458	292774.0482070008
PM00589	2620873	2620909	-1	promoter	[b2497, b2498]	2620873	0								10.0	292884.7791150378
PM00080	2621153	2621196	1	promoter	[b2499, b2500]	2621153	0								10.0	292894.7791150378
b2499	2621197	2622234	1	gene		2621197	0	P08178	Phosphoribosylformylglycinamidine cyclo-ligase OS=Escherichia coli (strain K12) GN=purM PE=1 SV=3	purM	Cytoplasm	0.15553364869448105	0.14637992116412557	0.1586846623947816	110.73090803705458	292904.7791150378
b2500	2622234	2622872	1	gene		2622234	0	P08179							110.73090803705458	293015.51002307486
PM0-46129	2622977	2623043	1	promoter	[b2502, b2501]	2622977	0								10.0	293126.2409311119
b2501	2623044	2625110	1	gene		2623044	0	P0A7B1	Polyphosphate kinase OS=Escherichia coli (strain K12) GN=ppk PE=1 SV=2	ppk	Cell inner membrane	0.007734504493828765	0.008873222441150573	0.008058199151168063	110.73090803705458	293136.2409311119
b2502	2625115	2626656	1	gene		2625115	0	P0AFL6	Exopolyphosphatase OS=Escherichia coli (strain K12) GN=ppx PE=1 SV=2	ppx	Cell membrane	0.0029397720658181944	0.0033333793774497876	0.0029667746676446797	110.73090803705458	293246.97183914896
b2503	2626695	2628938	-1	gene		2626695	0	P77172							110.73090803705458	293357.702747186
PM0-36132	2628939	2629031	-1	promoter	[b2503]	2628939	0								10.0	293468.43365522305
PM0-36249	2629253	2629289	1	promoter	[b2504]	2629253	0								10.0	293478.43365522305
b2504	2629290	2629481	1	gene		2629290	0	P64545							110.73090803705458	293488.43365522305
b2505	2629792	2630310	1	gene		2629792	0	P65290							110.73090803705458	293599.1645632601
b2506	2630326	2630865	1	gene		2630326	0	P76573							110.73090803705458	293709.89547129715
b2507	2630958	2632535	-1	gene		2630958	0	P04079	GMP synthase [glutamine-hydrolyzing] OS=Escherichia coli (strain K12) GN=guaA PE=1 SV=1	guaA	Cytoplasm	0.3813286252353912	0.3767776662894745	0.36907202692604446	110.73090803705458	293820.6263793342
b2508	2632604	2634070	-1	gene		2632604	0	P0ADG7	Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli (strain K12) GN=guaB PE=1 SV=1	guaB	Cytoplasm	0.9397487428404059	0.9697695891193142	1.0045733863011597	110.73090803705458	293931.35728737124
PM00289	2634071	2634107	-1	promoter	[b2507, b2508]	2634071	0								10.0	294042.0881954083
PM591	2634197	2634231	1	promoter	[b2509]	2634197	0								10.0	294052.0881954083
b2509	2634232	2635602	1	gene		2634232	0	P04994	Exodeoxyribonuclease 7 large subunit OS=Escherichia coli (strain K12) GN=xseA PE=1 SV=2	xseA	Cytoplasm	0.0036359693170226206	0.0028508547991203184	0.002975950981153573	110.73090803705458	294062.0881954083
b2510	2635599	2635814	-1	gene		2635602	0	P76575							110.73090803705458	294172.81910344533
b2511	2635884	2637356	-1	gene		2635884	0	P0A6P5	GTPase Der OS=Escherichia coli (strain K12) GN=der PE=1 SV=1	der	Cytoplasm	0.02438348693470835	0.025218096465448214	0.02381628326029091	110.73090803705458	294283.5500114824
b2512	2637474	2638652	-1	gene		2637474	0	P77774	Lipoprotein yfgL OS=Escherichia coli (strain K12) GN=yfgL PE=1 SV=1	bamB	Cell outer membrane	0.08099273696450061	0.06537389491930246	0.06686517389030028	110.73090803705458	294394.2809195194
PM-8768	2638653	2638975	-1	promoter	[b2511, b2512]	2638653	0								10.0	294505.0118275565
b2513	2638663	2639283	-1	gene		2638975	0	P76576	UPF0070 protein yfgM OS=Escherichia coli (strain K12) GN=yfgM PE=3 SV=1	yfgM	Membrane	0.04033949420625979	0.0357084302364629	0.03725440900804239	110.73090803705458	294515.0118275565
PM0-10097	2639284	2639433	-1	promoter	[b2513]	2639284	0								10.0	294625.7427355935
b2514	2639301	2640575	-1	gene		2639433	0	P60906	Histidyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=hisS PE=1 SV=2	hisS	Cytoplasm	0.15034937942715595	0.14737024870194787	0.14615790043895574	110.73090803705458	294635.7427355935
PM00414	2640576	2640642	-1	promoter	[b2514]	2640576	0								10.0	294746.47364363057
b2515	2640686	2641804	-1	gene		2640686	0	P62620							110.73090803705458	294756.47364363057
b2516	2641831	2642844	-1	gene		2641831	0	P27434	Cytoskeleton protein rodZ OS=Escherichia coli (strain K12) GN=rodZ PE=1 SV=2	rodZ	Cell inner membrane	0.0866139275778724	0.09314572612895373	0.09264748456629071	110.73090803705458	294867.2045516676
b2517	2643129	2644283	-1	gene		2643129	0	P36979	Ribosomal RNA large subunit methyltransferase N OS=Escherichia coli (strain K12) GN=rlmN PE=1 SV=1	rlmN	Cytoplasm	0.01535004280109616	0.01296042222918497	0.015472245031808593	110.73090803705458	294977.93545970466
b2518	2644433	2644864	-1	gene		2644433	0	P0A763	Nucleoside diphosphate kinase OS=Escherichia coli (strain K12) GN=ndk PE=1 SV=2	ndk	Cytoplasm	0.3130361378438521	0.2989826993867725	0.27311469077531353	110.73090803705458	295088.6663677417
b2519	2645013	2647325	-1	gene		2645013	0	P76577							110.73090803705458	295199.39727577876
b2520	2647326	2652287	-1	gene		2647326	0	P76578	Uncharacterized lipoprotein yfhM OS=Escherichia coli (strain K12) GN=yfhM PE=4 SV=1	yfhM	Cell membrane	0.008685715827695853	0.00887998286377247	0.007960842485349246	110.73090803705458	295310.1281838158
PM0-10100	2652288	2652324	-1	promoter	[b2520, b2519]	2652288	0								10.0	295420.85909185285
PM0-10101	2652391	2652493	1	promoter	[b2521]	2652391	0								10.0	295430.85909185285
b2521	2652494	2653339	1	gene		2652494	0	P31142	3-mercaptopyruvate sulfurtransferase OS=Escherichia coli (strain K12) GN=sseA PE=1 SV=3	sseA	Cytoplasm	0.0402231090305024	0.04423907618076542	0.0419692932438358	110.73090803705458	295440.85909185285
b4440	2653855	2654158	1	gene		2653855	0								110.73090803705458	295551.5899998899
b2522	2654157	2654933	-1	gene		2654158	0	P0AFZ1							110.73090803705458	295662.32090792694
b2523	2655075	2656358	-1	gene		2655075	0	P37095	Peptidase B OS=Escherichia coli (strain K12) GN=pepB PE=1 SV=2	pepB	Cytoplasm	0.22496350425296846	0.24634520078170788	0.2416556648424484	110.73090803705458	295773.051815964
b2524	2656536	2656736	-1	gene		2656536	0	P0C0L9							110.73090803705458	295883.78272400104
b2525	2656748	2657083	-1	gene		2656748	0								110.73090803705458	295994.5136320381
b2526	2657085	2658935	-1	gene		2657085	0	P0A6Z1							110.73090803705458	296105.24454007513
b2527	2658952	2659467	-1	gene		2658952	0	P0A6L9							110.73090803705458	296215.9754481122
PM00573	2659468	2659524	-1	promoter	[b2524, b2525, b2526, b2527]	2659468	0								10.0	296326.7063561492
b2528	2659563	2659886	-1	gene		2659563	0	P0AAC8							110.73090803705458	296336.7063561492
b2529	2659903	2660289	-1	gene		2659903	0	P0ACD4							110.73090803705458	296447.4372641863
b2530	2660317	2661531	-1	gene		2660317	0	P0A6B7	Cysteine desulfurase OS=Escherichia coli (strain K12) GN=iscS PE=1 SV=1	iscS	Cytoplasm	1.019366925878708	1.0627930559718537	1.0234009379775943	110.73090803705458	296558.1681722233
b2531	2661643	2662131	-1	gene		2661643	0	P0AGK8							110.73090803705458	296668.89908026037
PM0-2061	2662132	2662199	-1	promoter	[b2528, b2529, b2530, b2531]	2662132	0								10.0	296779.6299882974
b2532	2662583	2663323	-1	gene		2662583	0	P0AE01	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ OS=Escherichia coli (strain K12) GN=trmJ PE=1 SV=1	trmJ	Cytoplasm	0.011136603082310596	0.011572063639686015	0.012106497528506652	110.73090803705458	296789.6299882974
b2533	2663442	2664245	1	gene		2663442	0	P0ADG4							110.73090803705458	296900.36089633446
b2534	2664390	2665244	1	gene		2664390	0	P77538							110.73090803705458	297011.0918043715
PM327	2665401	2665434	1	promoter	[b2535]	2665401	0								10.0	297121.82271240855
b2535	2665435	2666715	1	gene		2665435	0	P54901							110.73090803705458	297131.82271240855
b2536	2666707	2667846	-1	gene		2666715	0	Q47142							110.73090803705458	297242.5536204456
b2537	2668006	2668896	-1	gene		2668006	0	Q47141							110.73090803705458	297353.28452848265
b4706	2668006	2668071	-1	gene		2668896	1	U3PVA8							110.73090803705458	297464.0154365197
PM0-7541	2668897	2668964	-1	promoter	[b2537]	2668897	0								10.0	297574.74634455674
PM0-7542	2668982	2669031	1	promoter	[b2542, b2541, b2540, b2539, b2538]	2668982	0								10.0	297584.74634455674
b2538	2669032	2670393	1	gene		2669032	0	P0ABR5							110.73090803705458	297594.74634455674
b2539	2670390	2670908	1	gene		2670393	0	Q47140							110.73090803705458	297705.4772525938
b2540	2670908	2671228	1	gene		2670908	0	P0ABW0							110.73090803705458	297816.20816063083
b2541	2671225	2672037	1	gene		2671228	0	P0CI31							110.73090803705458	297926.9390686679
b2542	2672047	2673249	1	gene		2672047	0	P77650							110.73090803705458	298037.6699767049
b2543	2673346	2673768	1	gene		2673346	0	P0AD47							110.73090803705458	298148.400884742
b2544	2673816	2674688	-1	gene		2673816	0	P76584							110.73090803705458	298259.131792779
b2545	2674700	2675761	-1	gene		2674700	0	P77360							110.73090803705458	298369.86270081607
b2546	2675827	2676825	-1	gene		2675827	0	P77315							110.73090803705458	298480.5936088531
b2547	2676850	2678361	-1	gene		2676850	0	P77509							110.73090803705458	298591.32451689016
b2548	2678384	2679367	-1	gene		2678384	0	P77269							110.73090803705458	298702.0554249272
b2549	2679464	2682745	-1	gene		2679464	0	P76585							110.73090803705458	298812.78633296426
b2550	2682863	2684056	1	gene		2682863	0	P76586							110.73090803705458	298923.5172410013
b2551	2684254	2685507	-1	gene		2684254	0	P0A825	Serine hydroxymethyltransferase OS=Escherichia coli (strain K12) GN=glyA PE=1 SV=1	glyA	Cytoplasm	1.8487491817906982	1.807390470154382	1.8424407047600282	110.73090803705458	299034.24814903835
PM00268	2685508	2685574	-1	promoter	[b2551]	2685508	0								10.0	299144.9790570754
PM00415	2685797	2685834	1	promoter	[b2552]	2685797	0								10.0	299154.9790570754
b2552	2685835	2687025	1	gene		2685835	0	P24232	Flavohemoprotein OS=Escherichia coli (strain K12) GN=hmp PE=1 SV=1	hmp	Cytoplasm	0.009197497798569387	0.011149550558267772	0.010832307410352354	110.73090803705458	299164.9790570754
b2553	2687070	2687408	-1	gene		2687070	0								110.73090803705458	299275.70996511244
PM00628	2687409	2687526	-1	promoter	[b2553]	2687409	0								10.0	299386.4408731495
b2554	2687469	2688803	-1	gene		2687526	0								110.73090803705458	299396.4408731495
b2555	2688793	2689506	-1	gene		2688803	0	P0AD44							110.73090803705458	299507.17178118654
b2556	2689671	2691098	-1	gene		2689671	0								110.73090803705458	299617.9026892236
PM0-4645	2691099	2691123	-1	promoter	[b2556]	2691099	0								10.0	299728.63359726063
b4441	2691157	2691340	-1	gene		2691157	0								110.73090803705458	299738.63359726063
PM0-9632	2691341	2691340	-1	promoter	[b4441]	2691341	1								10.0	299849.3645052977
b2557	2691656	2695543	-1	gene		2691656	0	P15254	Phosphoribosylformylglycinamidine synthase OS=Escherichia coli (strain K12) GN=purL PE=1 SV=3	purL	Cytoplasm	0.5637845858400411	0.6209749699949284	0.5763040550585358	110.73090803705458	299859.3645052977
PM00079	2695544	2695589	-1	promoter	[b2557]	2695544	0								10.0	299970.0954133347
PM0-8715	2695767	2695800	1	promoter	[b2558]	2695767	0								10.0	299980.0954133347
b2558	2695801	2697357	1	gene		2695801	0	P0AGC5							110.73090803705458	299990.0954133347
b2559	2697354	2697857	-1	gene		2697357	0	P68398							110.73090803705458	300100.8263213718
b2560	2697915	2698550	-1	gene		2697915	0	P0AD42							110.73090803705458	300211.5572294088
PM0-10445	2698551	2698638	-1	promoter	[b2560, b2559]	2698551	0								10.0	300322.28813744587
b2561	2698759	2699607	1	gene		2698759	0	P37767							110.73090803705458	300332.28813744587
b2562	2699663	2699923	1	gene		2699663	0	P52102							110.73090803705458	300443.0190454829
b4687	2700117	2700197	-1	gene		2700117	0	C1P611							110.73090803705458	300553.74995351996
PM0-9623	2700198	2700291	-1	promoter	[b4681, b4687]	2700198	0								10.0	300664.480861557
PM0-9622	2700518	2700519	1	promoter	[b4608]	2700518	0								10.0	300674.480861557
b4608	2700520	2700596	1	gene		2700520	0								110.73090803705458	300684.480861557
b2563	2700618	2700998	-1	gene		2700618	0	P24224	Holo-[acyl-carrier-protein] synthase OS=Escherichia coli (strain K12) GN=acpS PE=1 SV=3	acpS	Cytoplasm	0.0009753059249947093	0.0010799898268328192	0.0011205701158552815	110.73090803705458	300795.21176959405
b2564	2700998	2701729	-1	gene		2700998	0	P0A794	Pyridoxine 5'-phosphate synthase OS=Escherichia coli (strain K12) GN=pdxJ PE=1 SV=2	pdxJ	Cytoplasm	0.031633321808049925	0.02696415532701654	0.02821562090637518	110.73090803705458	300905.9426776311
PM584	2701730	2701813	-1	promoter	[b2563, b2564]	2701730	0								10.0	301016.67358566815
b2565	2701741	2702469	-1	gene		2701813	0	P0A7H3							110.73090803705458	301026.67358566815
b2566	2702481	2703386	-1	gene		2702481	0	P06616	GTPase Era OS=Escherichia coli (strain K12) GN=era PE=1 SV=2	era	Cytoplasm	0.0025261658466666395	0.00254986848040885	0.0031242976644686397	110.73090803705458	301137.4044937052
b2567	2703383	2704063	-1	gene		2703386	0	P0A7Y0	Ribonuclease 3 OS=Escherichia coli (strain K12) GN=rnc PE=1 SV=1	rnc	Cytoplasm	0.02513046415187817	0.027726065938041073	0.027696005219089218	110.73090803705458	301248.13540174224
PM583	2704064	2704223	-1	promoter	[b2563, b2564, b2565, b2566, b2567]	2704064	0								10.0	301358.8663097793
b2568	2704335	2705309	-1	gene		2704335	0	P00803	Signal peptidase I OS=Escherichia coli (strain K12) GN=lepB PE=1 SV=2	lepB	Cell inner membrane	0.008768312764000342	0.008758116043420246	0.008669756188895372	110.73090803705458	301368.8663097793
b2569	2705325	2707124	-1	gene		2705325	0	P60785	Elongation factor 4 OS=Escherichia coli (strain K12) GN=lepA PE=1 SV=1	lepA	Cell inner membrane	0.08240040481427813	0.08867613403063943	0.08260264217201764	110.73090803705458	301479.59721781634
PM00416	2707125	2707196	-1	promoter	[b2569, b2568]	2707125	0								10.0	301590.3281258534
b2570	2707322	2707801	-1	gene		2707322	0	P46187							110.73090803705458	301600.3281258534
b2571	2707798	2708754	-1	gene		2707801	0	P0AFX9	Sigma-E factor regulatory protein rseB OS=Escherichia coli (strain K12) GN=rseB PE=1 SV=1	rseB	Periplasm	0.005533385145443097	0.005412935666081661	0.0053371251128235195	110.73090803705458	301711.05903389043
b2572	2708754	2709404	-1	gene		2708754	0	P0AFX7	Sigma-E factor negative regulatory protein OS=Escherichia coli (strain K12) GN=rseA PE=1 SV=1	rseA	Cell inner membrane	0.0037095781081205458	0.0014630117243005297	0.0017659355578164791	110.73090803705458	301821.7899419275
PM00638	2709405	2709632	-1	promoter	[b2570, b2571, b2572]	2709405	0								10.0	301932.5208499645
b2573	2709437	2710012	-1	gene		2709632	0	P0AGB6	RNA polymerase sigma-E factor OS=Escherichia coli (strain K12) GN=rpoE PE=1 SV=1	rpoE	Cytoplasm	0.012935159583849849	0.013986324085791386	0.0141819667386762	110.73090803705458	301942.5208499645
PM0-46372	2710013	2710393	-1	promoter	[b2570, b2571, b2572, b2573]	2710013	0								10.0	302053.25175800157
PM00273	2710357	2710419	1	promoter	[b2574]	2710393	0								10.0	302063.25175800157
b2574	2710420	2712042	1	gene		2710420	0	P10902	L-aspartate oxidase OS=Escherichia coli (strain K12) GN=nadB PE=1 SV=4	nadB	Cytoplasm	0.002909333819005598	0.0030649954013926687	0.0029742946699114433	110.73090803705458	302073.25175800157
b2575	2712027	2712764	-1	gene		2712042	0	P31825							110.73090803705458	302183.9826660386
b2576	2712896	2714230	1	gene		2712896	0	P21507	ATP-dependent RNA helicase srmB OS=Escherichia coli (strain K12) GN=srmB PE=1 SV=1	srmB	Cytoplasm	0.024905622844826846	0.025385376985856488	0.02445603259406156	110.73090803705458	302294.71357407566
b2577	2714439	2715320	-1	gene		2714439	0	P33634							110.73090803705458	302405.4444821127
b2578	2715423	2716010	1	gene		2715423	0	P38101							110.73090803705458	302516.17539014976
b2579	2716066	2716449	-1	gene		2716066	0	P68066							110.73090803705458	302626.9062981868
PM0-1303	2716450	2716523	-1	promoter	[b2579]	2716450	0								10.0	302737.63720622385
PM00417	2716738	2716753	1	promoter	[b2580]	2716738	0								10.0	302747.63720622385
b2580	2716754	2717443	1	gene		2716754	0	P12295	Uracil-DNA glycosylase OS=Escherichia coli (strain K12) GN=ung PE=1 SV=2	ung	Cytoplasm	0.003763586658316763	0.0054358460595702865	0.004816502606652593	110.73090803705458	302757.63720622385
b2581	2717491	2718528	-1	gene		2717491	0	P0AGJ5							110.73090803705458	302868.3681142609
PM0-3284	2718675	2718734	1	promoter	[b2582]	2718675	0								10.0	302979.09902229795
b2582	2718735	2719154	1	gene		2718735	0								110.73090803705458	302989.09902229795
b2583	2719223	2719921	1	gene		2719223	0	Q47319							110.73090803705458	303099.829930335
PM0-46172	2719931	2719952	1	promoter	[b2584]	2719931	0								10.0	303210.56083837204
b2584	2719953	2722613	1	gene		2719953	0	P76594							110.73090803705458	303220.56083837204
b2585	2722727	2724082	1	gene		2722727	0	P23830	CDP-diacylglycerol--serine O-phosphatidyltransferase OS=Escherichia coli (strain K12) GN=pssA PE=1 SV=2	pssA	Cytoplasm	0.0262465988221113	0.025925609398715504	0.02337424459407318	110.73090803705458	303331.2917464091
b2586	2724128	2724451	1	gene		2724128	0	P46126							110.73090803705458	303442.02265444613
b2587	2724448	2725746	-1	gene		2724451	0	P0AEX3	Alpha-ketoglutarate permease OS=Escherichia coli (strain K12) GN=kgtP PE=1 SV=1	kgtP	Cell inner membrane	0.010103605335960681	0.009711964363742331	0.009126048837133754	110.73090803705458	303552.7535624832
b2588	2726069	2726188	-1	gene		2726069	0								110.73090803705458	303663.4844705202
b2589	2726281	2729184	-1	gene		2726281	0								110.73090803705458	303774.2153785573
b2590	2729369	2729444	-1	gene		2729369	0								110.73090803705458	303884.9462865943
b2591	2729616	2731157	-1	gene		2729616	0								110.73090803705458	303995.67719463137
PM0-1347	2731158	2731448	-1	promoter	[b2588, b2589, b2590, b2591]	2731158	0								10.0	304106.4081026684
b2592	2731600	2734173	-1	gene		2731600	0	P63284	Chaperone protein ClpB OS=Escherichia coli (strain K12) GN=clpB PE=1 SV=1	clpB	Cytoplasm	0.017173782694097382	0.0189388241533428	0.019555139185706623	110.73090803705458	304116.4081026684
b2592	2731600	2734173	-1	gene		2731600	0	P63284	Isoform ClpB-3 of Chaperone protein ClpB OS=Escherichia coli (strain K12) GN=clpB	clpB	Cytoplasm	3.1032020106904176e-05	1.3959038019487528e-05	5.559550236991855e-05	110.73090803705458	304116.4081026684
b4609	2734153	2734295	-1	gene		2734173	0								110.73090803705458	304227.13901070546
PM00418	2734174	2734205	-1	promoter	[b2592]	2734295	1								10.0	304337.8699187425
PM0-9624	2734296	2734295	-1	promoter	[b4609]	2734296	1								10.0	304448.60082677956
b2593	2734303	2735034	-1	gene		2734303	0	P33644							110.73090803705458	304458.60082677956
b2594	2735031	2736011	-1	gene		2735034	0	P33643							110.73090803705458	304468.60082677956
PM-8774	2735961	2736145	1	promoter	[b2595]	2736011	0								10.0	304579.3317348166
b2595	2736146	2736883	1	gene		2736146	0	P0AC02	UPF0169 lipoprotein yfiO OS=Escherichia coli (strain K12) GN=yfiO PE=1 SV=1	bamD	Cell outer membrane	0.06329832960864165	0.06322086985448293	0.0676808049016975	110.73090803705458	304690.06264285365
PM0-9839	2737104	2737153	1	promoter	[b2597]	2737104	0								10.0	304700.06264285365
b2597	2737154	2737495	1	gene		2737154	0	P0AD49	Ribosome-associated inhibitor A OS=Escherichia coli (strain K12) GN=raiA PE=1 SV=2	raiA	Cytoplasm	0.04562534326774937	0.04588356637596692	0.04039982004973727	110.73090803705458	304810.7935508907
PM00419	2737579	2737598	1	promoter	[b2599, b2598]	2737579	0								10.0	304820.7935508907
b2598	2737599	2737646	1	gene		2737599	0	P0AD72							110.73090803705458	304931.52445892774
b2599	2737745	2738905	1	gene		2737745	0	P0A9J8	P-protein OS=Escherichia coli (strain K12) GN=pheA PE=1 SV=1	pheA	Cytoplasm	0.1132576249174954	0.11108178661622806	0.1272735875574719	110.73090803705458	304941.52445892774
b2600	2738948	2740069	-1	gene		2738948	0	P07023	T-protein OS=Escherichia coli (strain K12) GN=tyrA PE=1 SV=1	tyrA	Cytoplasm	0.09726929915778063	0.10166199125651225	0.0987505524037877	110.73090803705458	305052.2553669648
b2601	2740080	2741150	-1	gene		2740080	0	P00888							110.73090803705458	305162.98627500184
PM00010	2741151	2741201	-1	promoter	[b2600, b2601]	2741151	0								10.0	305273.7171830389
b2602	2741360	2741725	1	gene		2741360	0	P11289							110.73090803705458	305384.44809107593
PM0-46350	2741824	2741874	1	promoter	[b2605, b2604, b2603]	2741824	0								10.0	305394.44809107593
b2603	2741875	2742393	1	gene		2741875	0	P64548							110.73090803705458	305505.178999113
b2604	2742383	2743609	1	gene		2742393	0	P46139							110.73090803705458	305515.178999113
b2605	2743625	2744107	1	gene		2743625	0	P07021	Putative lipoprotein yfiB OS=Escherichia coli (strain K12) GN=yfiB PE=3 SV=2	yfiB	Cell membrane	8.497302597907969e-05	0.00011606967563499942	0.00012439568190778403	110.73090803705458	305625.90990715
b2606	2744183	2744530	-1	gene		2744183	0	P0A7K6	50S ribosomal protein L19 OS=Escherichia coli (strain K12) GN=rplS PE=1 SV=2	rplS	Cytoplasm	0.1216717224605236	0.1197732776582861	0.11733904571936078	110.73090803705458	305736.6408151871
b2607	2744572	2745339	-1	gene		2744572	0	P0A873	tRNA (guanine-N(1)-)-methyltransferase OS=Escherichia coli (strain K12) GN=trmD PE=1 SV=1	trmD	Cytoplasm	0.005949004640823127	0.005726736469161831	0.005464319717711319	110.73090803705458	305847.3717232241
b2608	2745370	2745918	-1	gene		2745370	0	P0A7X6	Ribosome maturation factor rimM OS=Escherichia coli (strain K12) GN=rimM PE=1 SV=1	rimM	Cytoplasm	0.028945397171297873	0.02579442962000737	0.026495312490119986	110.73090803705458	305958.10263126116
b2609	2745937	2746185	-1	gene		2745937	0	P0A7T3	30S ribosomal protein S16 OS=Escherichia coli (strain K12) GN=rpsP PE=1 SV=1	rpsP	Cytoplasm	0.9906722353623812	0.9775472484094238	1.126504206302236	110.73090803705458	306068.8335392982
PM0-7821	2746186	2746254	-1	promoter	[b2606, b2607, b2608, b2609]	2746186	0								10.0	306179.56444733526
b2610	2746434	2747795	-1	gene		2746434	0	P0AGD7	Signal recognition particle protein OS=Escherichia coli (strain K12) GN=ffh PE=1 SV=1	ffh	Cytoplasm	0.08350884784290107	0.07640072626688386	0.07200944266859355	110.73090803705458	306290.2953553723
PM0-10103	2747796	2747853	-1	promoter	[b2610]	2747796	0								10.0	306300.2953553723
b2611	2747962	2748753	1	gene		2747962	0	P64432							110.73090803705458	306411.02626340935
b4461	2748774	2750060	1	gene		2748774	0	P37908							110.73090803705458	306421.02626340935
b2614	2750115	2750708	-1	gene		2750115	0	P09372	Protein grpE OS=Escherichia coli (strain K12) GN=grpE PE=1 SV=1	grpE	Cytoplasm	0.20676665620208742	0.2134315328913225	0.21435742552910422	110.73090803705458	306531.7571714464
PM00420	2750709	2750747	-1	promoter	[b2614]	2750709	0								10.0	306642.48807948345
b2615	2750831	2751709	1	gene		2750831	0	P0A7B3	Probable inorganic polyphosphate/ATP-NAD kinase OS=Escherichia coli (strain K12) GN=ppnK PE=3 SV=1	nadK	Cytoplasm	0.0010455541830267623	0.0009988212915563997	0.0012977256362960007	110.73090803705458	306753.2189875205
PM0-3	2751759	2751794	1	promoter	[b2616]	2751759	0								10.0	306763.2189875205
b2616	2751795	2753456	1	gene		2751795	0	P05824							110.73090803705458	306873.94989555754
PM0-3623	2753486	2753604	1	promoter	[b2617]	2753486	0								10.0	306883.94989555754
b2617	2753605	2753946	1	gene		2753605	0	P0A937	Small protein A OS=Escherichia coli (strain K12) GN=smpA PE=1 SV=1	bamE	Cell outer membrane	0.04780262559701456	0.05609074220360216	0.0555546560121781	110.73090803705458	306994.6808035946
b2618	2754008	2754298	-1	gene		2754008	0	P52119							110.73090803705458	307004.6808035946
b2619	2754288	2754764	-1	gene		2754298	0	P0AGL5							110.73090803705458	307115.41171163163
b2620	2754896	2755378	1	gene		2754896	0	P0A832	SsrA-binding protein OS=Escherichia coli (strain K12) GN=smpB PE=1 SV=2	smpB	Cytoplasm	0.009693830590639203	0.010006908676256332	0.010007407886222635	110.73090803705458	307226.1426196687
PM0-46217	2755586	2755592	1	promoter	[b2621]	2755586	0								10.0	307336.8735277057
b2621	2755593	2755955	1	gene		2755593	0								110.73090803705458	307447.6044357428
b2622	2756159	2757400	1	gene		2756159	0	P32053							110.73090803705458	307457.6044357428
b2623	2757644	2758600	-1	gene		2757644	0	P52123							110.73090803705458	307568.3353437798
b2624	2758644	2758856	1	gene		2758644	0	P33997							110.73090803705458	307679.06625181687
b2625	2758985	2760394	1	gene		2758985	0	P52124							110.73090803705458	307789.7971598539
b2626	2760547	2761173	1	gene		2760547	0	P52125							110.73090803705458	307900.52806789096
b2627	2761351	2763540	-1	gene		2761351	0	P52126							110.73090803705458	308011.258975928
b2628	2763537	2765153	-1	gene		2763540	0	P52127							110.73090803705458	308121.98988396506
b2629	2765513	2765776	-1	gene		2765513	0	P52128							110.73090803705458	308232.7207920021
PM0-10541	2765894	2765917	1	promoter	[b2631, b2630]	2765894	0								10.0	308343.45170003915
PM0-9737	2765906	2765917	1	promoter	[b2630]	2765917	0								10.0	308454.1826080762
b2630	2765918	2766991	1	gene		2765918	0	P52129							110.73090803705458	308464.1826080762
PM-8817	2766707	2766983	1	promoter	[b2631]	2766991	1								10.0	308474.1826080762
b2631	2766984	2767355	1	gene		2766991	0	P52130							110.73090803705458	308584.91351611324
b2632	2767710	2768573	1	gene		2767710	0	P52131							110.73090803705458	308594.91351611324
b2633	2768665	2769486	1	gene		2768665	0	P52132							110.73090803705458	308705.6444241503
b2634	2769703	2770404	1	gene		2769703	0	P52133							110.73090803705458	308816.37533218734
b2635	2770445	2770681	1	gene		2770445	0	P52134							110.73090803705458	308927.1062402244
b2636	2770681	2771124	1	gene		2770681	0	O52982							110.73090803705458	309037.83714826143
b2637	2771148	2771615	1	gene		2771148	0	P52135							110.73090803705458	309148.5680562985
b2638	2772002	2772154	-1	gene		2772002	0	P52136							110.73090803705458	309259.2989643355
b2641	2772167	2773182	-1	gene		2772167	0	P76609							110.73090803705458	309370.0298723726
b2642	2773318	2775021	1	gene		2773318	0	P52138							110.73090803705458	309480.7607804096
b4644	2775545	2775816	1	gene		2775545	0								110.73090803705458	309591.49168844667
b2643	2775919	2776377	1	gene		2775919	0	P52139							110.73090803705458	309702.2225964837
b2644	2776386	2776868	1	gene		2776386	0	P52140							110.73090803705458	309812.95350452076
b4548	2776877	2777077	1	gene		2776877	0	P58033							110.73090803705458	309923.6844125578
b2645	2777115	2777432	1	gene		2777115	0	P52141							110.73090803705458	310034.41532059485
b2646	2777453	2777782	1	gene		2777453	0	Q46953							110.73090803705458	310145.1462286319
