E_coli_K12	E_coli_W3110	Identity_E_coli_K12.to.E_coli_W3110	Identity_E_coli_W3110.to.E_coli_K12
sp|P0AAL3|NAPG_ECOLI	W3110_lambdaRed.CDS.2201	100.0	100.0
sp|P0AAL6|YDHY_ECOLI	W3110_lambdaRed.CDS.1657	100.0	100.0
sp|P0AAM1|CYBH_ECOLI	W3110_lambdaRed.CDS.979	100.0	100.0
sp|P0AAM3|HYPC_ECOLI	W3110_lambdaRed.CDS.2721	100.0	100.0
sp|P0AAM7|HYBG_ECOLI	W3110_lambdaRed.CDS.2990	100.0	100.0
sp|P0AAN1|HYBE_ECOLI	W3110_lambdaRed.CDS.2992	100.0	100.0
sp|P0AAN3|HYPB_ECOLI	W3110_lambdaRed.CDS.2720	100.0	100.0
sp|P0AAN5|YAIA_ECOLI	W3110_lambdaRed.CDS.386	100.0	100.0
sp|P0A9T6|YBAQ_ECOLI	W3110_lambdaRed.CDS.484	100.0	100.0
sp|P0A9T0|SERA_ECOLI	W3110_lambdaRed.CDS.2910	100.0	100.0
sp|P0AAY6|YBJN_ECOLI	W3110_lambdaRed.CDS.855	100.0	100.0
sp|P0A935|MLTA_ECOLI	W3110_lambdaRed.CDS.2815	100.0	100.0
sp|P0A8Z7|YQIA_ECOLI	W3110_lambdaRed.CDS.3030	100.0	100.0
sp|P0A901|BLC_ECOLI	W3110_lambdaRed.CDS.4178	100.0	100.0
sp|P0A903|BAMC_ECOLI	W3110_lambdaRed.CDS.2474	100.0	100.0
sp|P0A905|SLYB_ECOLI	W3110_lambdaRed.CDS.1623	100.0	100.0
sp|P0A908|MIPA_ECOLI	W3110_lambdaRed.CDS.1770	100.0	100.0
sp|P0A910|OMPA_ECOLI	W3110_lambdaRed.CDS.962	100.0	100.0
sp|P0A912|PAL_ECOLI	W3110_lambdaRed.CDS.745	100.0	100.0
sp|P0A915|OMPW_ECOLI	W3110_lambdaRed.CDS.1227	100.0	100.0
sp|P0A917|OMPX_ECOLI	W3110_lambdaRed.CDS.816	100.0	100.0
sp|P0A921|PA1_ECOLI	W3110_lambdaRed.CDS.3462	100.0	100.0
sp|P0A924|PGPB_ECOLI	W3110_lambdaRed.CDS.1250	100.0	100.0
sp|P0A927|TSX_ECOLI	W3110_lambdaRed.CDS.410	100.0	100.0
sp|P0A930|WZA_ECOLI	W3110_lambdaRed.CDS.2047	100.0	100.0
sp|P0A932|GFCE_ECOLI	W3110_lambdaRed.CDS.988	100.0	100.0
sp|P0A937|BAME_ECOLI	W3110_lambdaRed.CDS.2616	100.0	100.0
sp|P0A993|F16PA_ECOLI	W3110_lambdaRed.CDS.4256	100.0	100.0
sp|P0A940|BAMA_ECOLI	W3110_lambdaRed.CDS.178	100.0	100.0
sp|P0A944|RIMI_ECOLI	W3110_lambdaRed.CDS.4408	100.0	100.0
sp|P0A948|RIMJ_ECOLI	W3110_lambdaRed.CDS.1029	100.0	100.0
sp|P0A951|ATDA_ECOLI	W3110_lambdaRed.CDS.1566	100.0	100.0
sp|P0A953|FABB_ECOLI	W3110_lambdaRed.CDS.2330	100.0	100.0
sp|P0A955|ALKH_ECOLI	W3110_lambdaRed.CDS.1841	100.0	100.0
sp|P0A959|ALAA_ECOLI	W3110_lambdaRed.CDS.2295	100.0	100.0
sp|P0A962|ASPG1_ECOLI	W3110_lambdaRed.CDS.1755	100.0	100.0
sp|P0A964|CHEW_ECOLI	W3110_lambdaRed.CDS.1880	100.0	100.0
sp|P0A968|CSPD_ECOLI	W3110_lambdaRed.CDS.883	100.0	100.0
sp|P0A972|CSPE_ECOLI	W3110_lambdaRed.CDS.633	100.0	100.0
sp|P0A976|CSPF_ECOLI	W3110_lambdaRed.CDS.1544	100.0	100.0
sp|P0A986|CSPI_ECOLI	W3110_lambdaRed.CDS.1538	100.0	100.0
sp|P0A988|DPO3B_ECOLI	W3110_lambdaRed.CDS.3579	100.0	100.0
sp|P0A8Z3|YBGC_ECOLI	W3110_lambdaRed.CDS.740	100.0	100.0
sp|P0A8Z0|YCIA_ECOLI	W3110_lambdaRed.CDS.1224	100.0	100.0
sp|P0A8Y8|ENTH_ECOLI	W3110_lambdaRed.CDS.602	100.0	100.0
sp|P0A8Y5|YIDA_ECOLI	W3110_lambdaRed.CDS.3583	100.0	100.0
sp|P0A8P6|XERC_ECOLI	W3110_lambdaRed.CDS.3472	100.0	100.0
sp|P0A8P8|XERD_ECOLI	W3110_lambdaRed.CDS.2892	100.0	100.0
sp|P0A8Q0|FRDC_ECOLI	W3110_lambdaRed.CDS.4181	100.0	100.0
sp|P0A8Q3|FRDD_ECOLI	W3110_lambdaRed.CDS.4180	100.0	100.0
sp|P0A8Q6|CLPS_ECOLI	W3110_lambdaRed.CDS.884	100.0	100.0
sp|P0A8R0|RRAA_ECOLI	W3110_lambdaRed.CDS.3353	100.0	100.0
sp|P0A8R7|YCJF_ECOLI	W3110_lambdaRed.CDS.1299	100.0	100.0
sp|P0A8R9|HDFR_ECOLI	W3110_lambdaRed.CDS.3517	100.0	100.0
sp|P0A8S1|ARGP_ECOLI	W3110_lambdaRed.CDS.2915	100.0	100.0
sp|P0A8S5|USPB_ECOLI	W3110_lambdaRed.CDS.3801	100.0	100.0
sp|P0A8S9|FLHD_ECOLI	W3110_lambdaRed.CDS.1885	100.0	100.0
sp|P0A8T1|PRMA_ECOLI	W3110_lambdaRed.CDS.3263	100.0	100.0
sp|P0A8T5|FLIE_ECOLI	W3110_lambdaRed.CDS.1925	100.0	100.0
sp|P0A8T7|RPOC_ECOLI	W3110_lambdaRed.CDS.3299	100.0	100.0
sp|P0A8U0|SYDP_ECOLI	W3110_lambdaRed.CDS.2795	100.0	100.0
sp|P0A8U2|YAFD_ECOLI	W3110_lambdaRed.CDS.206	100.0	100.0
sp|P0A8U6|METJ_ECOLI	W3110_lambdaRed.CDS.3343	100.0	100.0
sp|P0A8V0|RBN_ECOLI	W3110_lambdaRed.CDS.2271	100.0	100.0
sp|P0A8V2|RPOB_ECOLI	W3110_lambdaRed.CDS.3300	100.0	100.0
sp|P0A8V6|FADR_ECOLI	W3110_lambdaRed.CDS.1153	100.0	100.0
sp|P0A8W0|NANR_ECOLI	W3110_lambdaRed.CDS.3230	100.0	100.0
sp|P0A8W2|SLYA_ECOLI	W3110_lambdaRed.CDS.1624	100.0	100.0
sp|P0A8W5|YQGE_ECOLI	W3110_lambdaRed.CDS.2945	100.0	100.0
sp|P0A8W8|YFBU_ECOLI	W3110_lambdaRed.CDS.2299	100.0	100.0
sp|P0A8X0|YJGA_ECOLI	W3110_lambdaRed.CDS.4258	100.0	100.0
sp|P0A8X2|YCEI_ECOLI	W3110_lambdaRed.CDS.1018	100.0	100.0
sp|P0A8X4|YCCT_ECOLI	W3110_lambdaRed.CDS.969	100.0	100.0
sp|P0A8Y1|YJJG_ECOLI	W3110_lambdaRed.CDS.4409	100.0	100.0
sp|P0A8Y3|YIHX_ECOLI	W3110_lambdaRed.CDS.3400	100.0	100.0
sp|P0A991|ALF1_ECOLI	W3110_lambdaRed.CDS.2085	100.0	100.0
sp|P0A996|GLPC_ECOLI	W3110_lambdaRed.CDS.2243	100.0	100.0
sp|P0A9S7|LIVG_ECOLI	W3110_lambdaRed.CDS.3842	100.0	100.0
sp|P0A9N4|PFLA_ECOLI	W3110_lambdaRed.CDS.906	100.0	100.0
sp|P0A9J4|PANE_ECOLI	W3110_lambdaRed.CDS.424	100.0	100.0
sp|P0A9J6|RBSK_ECOLI	W3110_lambdaRed.CDS.3522	100.0	100.0
sp|P0A9J8|PHEA_ECOLI	W3110_lambdaRed.CDS.2598	100.0	100.0
sp|P0A9K3|PHOL_ECOLI	W3110_lambdaRed.CDS.671	100.0	100.0
sp|P0A9K7|PHOU_ECOLI	W3110_lambdaRed.CDS.3550	100.0	100.0
sp|P0A9K9|SLYD_ECOLI	W3110_lambdaRed.CDS.3950	100.0	100.0
sp|P0A9L3|FKBB_ECOLI	W3110_lambdaRed.CDS.4232	100.0	100.0
sp|P0A9L5|PPIC_ECOLI	W3110_lambdaRed.CDS.3506	100.0	100.0
sp|P0A9L8|P5CR_ECOLI	W3110_lambdaRed.CDS.383	100.0	100.0
sp|P0A9M0|LON_ECOLI	W3110_lambdaRed.CDS.439	100.0	100.0
sp|P0A9M2|HPRT_ECOLI	W3110_lambdaRed.CDS.121	100.0	100.0
sp|P0A9M5|XGPT_ECOLI	W3110_lambdaRed.CDS.234	100.0	100.0
sp|P0A9M8|PTA_ECOLI	W3110_lambdaRed.CDS.2303	100.0	100.0
sp|P0A9N0|PTSO_ECOLI	W3110_lambdaRed.CDS.3209	100.0	100.0
sp|P0A9N8|NRDG_ECOLI	W3110_lambdaRed.CDS.4261	100.0	100.0
sp|P0A998|FTNA_ECOLI	W3110_lambdaRed.CDS.1898	100.0	100.0
sp|P0A9P0|DLDH_ECOLI	W3110_lambdaRed.CDS.112	100.0	100.0
sp|P0A9P4|TRXB_ECOLI	W3110_lambdaRed.CDS.890	100.0	100.0
sp|P0A9P6|DEAD_ECOLI	W3110_lambdaRed.CDS.3165	100.0	100.0
sp|P0A9P9|IDNO_ECOLI	W3110_lambdaRed.CDS.4289	100.0	100.0
sp|P0A9Q1|ARCA_ECOLI	W3110_lambdaRed.CDS.4440	100.0	100.0
sp|P0A9Q5|ACCD_ECOLI	W3110_lambdaRed.CDS.2322	100.0	100.0
sp|P0A9Q7|ADHE_ECOLI	W3110_lambdaRed.CDS.1210	100.0	100.0
sp|P0A9Q9|DHAS_ECOLI	W3110_lambdaRed.CDS.3864	100.0	100.0
sp|P0A9R2|ESSD_ECOLI	W3110_lambdaRed.CDS.554	100.0	100.0
sp|P0A9R4|FER_ECOLI	W3110_lambdaRed.CDS.2527	100.0	100.0
sp|P0A9R7|FTSE_ECOLI	W3110_lambdaRed.CDS.3833	100.0	100.0
sp|P0A9S1|FUCO_ECOLI	W3110_lambdaRed.CDS.2801	100.0	100.0
sp|P0A9S3|GATD_ECOLI	W3110_lambdaRed.CDS.2077	100.0	100.0
sp|P0A9S5|GLDA_ECOLI	W3110_lambdaRed.CDS.3335	100.0	100.0
sp|P0A9J0|RNG_ECOLI	W3110_lambdaRed.CDS.3250	100.0	100.0
sp|P0A9I8|NIRD_ECOLI	W3110_lambdaRed.CDS.3931	100.0	100.0
sp|P0A9I5|NAPD_ECOLI	W3110_lambdaRed.CDS.2203	100.0	100.0
sp|P0A9I3|GCVR_ECOLI	W3110_lambdaRed.CDS.2476	100.0	100.0
sp|P0A9A2|FTNB_ECOLI	W3110_lambdaRed.CDS.1894	100.0	100.0
sp|P0A9A6|FTSZ_ECOLI	W3110_lambdaRed.CDS.93	100.0	100.0
sp|P0A9A9|FUR_ECOLI	W3110_lambdaRed.CDS.686	100.0	100.0
sp|P0A9B2|G3P1_ECOLI	W3110_lambdaRed.CDS.1767	100.0	100.0
sp|P0A9B6|E4PD_ECOLI	W3110_lambdaRed.CDS.2926	100.0	100.0
sp|P0A9C0|GLPA_ECOLI	W3110_lambdaRed.CDS.2241	100.0	100.0
sp|P0A9C3|GALM_ECOLI	W3110_lambdaRed.CDS.753	100.0	100.0
sp|P0A9C5|GLN1B_ECOLI	W3110_lambdaRed.CDS.3415	100.0	100.0
sp|P0A9C9|GLPX_ECOLI	W3110_lambdaRed.CDS.3357	100.0	100.0
sp|P0A9D2|GSTA_ECOLI	W3110_lambdaRed.CDS.1617	100.0	100.0
sp|P0A9D4|CYSE_ECOLI	W3110_lambdaRed.CDS.3675	100.0	100.0
sp|P0A9D8|DAPD_ECOLI	W3110_lambdaRed.CDS.165	100.0	100.0
sp|P0A9E0|ARAC_ECOLI	W3110_lambdaRed.CDS.60	100.0	100.0
sp|P0A9E2|SOXS_ECOLI	W3110_lambdaRed.CDS.4082	100.0	100.0
sp|P0A9E5|FNR_ECOLI	W3110_lambdaRed.CDS.1312	100.0	100.0
sp|P0A9E9|YEIL_ECOLI	W3110_lambdaRed.CDS.2156	100.0	100.0
sp|P0A9F1|MNTR_ECOLI	W3110_lambdaRed.CDS.819	100.0	100.0
sp|P0A9F3|CYSB_ECOLI	W3110_lambdaRed.CDS.1245	100.0	100.0
sp|P0A9F6|GCVA_ECOLI	W3110_lambdaRed.CDS.2810	100.0	100.0
sp|P0A9G2|NHAR_ECOLI	W3110_lambdaRed.CDS.16	100.0	100.0
sp|P0A9G4|CUER_ECOLI	W3110_lambdaRed.CDS.488	100.0	100.0
sp|P0A9G6|ACEA_ECOLI	W3110_lambdaRed.CDS.4027	100.0	100.0
sp|P0A9G8|MODE_ECOLI	W3110_lambdaRed.CDS.758	100.0	100.0
sp|P0A9H1|MUG_ECOLI	W3110_lambdaRed.CDS.3069	100.0	100.0
sp|P0A9H3|LDCI_ECOLI	W3110_lambdaRed.CDS.4159	100.0	100.0
sp|P0A9H5|BTUR_ECOLI	W3110_lambdaRed.CDS.1240	100.0	100.0
sp|P0A9H7|CFA_ECOLI	W3110_lambdaRed.CDS.1646	100.0	100.0
sp|P0A9H9|CHEZ_ECOLI	W3110_lambdaRed.CDS.1874	100.0	100.0
sp|P0A9I1|CITE_ECOLI	W3110_lambdaRed.CDS.623	100.0	100.0
sp|P0AAY4|YBJH_ECOLI	W3110_lambdaRed.CDS.845	100.0	100.0
sp|P0AAZ0|YBJO_ECOLI	W3110_lambdaRed.CDS.861	100.0	100.0
sp|P0ADA5|YAJG_ECOLI	W3110_lambdaRed.CDS.433	100.0	100.0
sp|P0ACK5|DEOR_ECOLI	W3110_lambdaRed.CDS.842	100.0	100.0
sp|P0ACF0|DBHA_ECOLI	W3110_lambdaRed.CDS.3286	100.0	100.0
sp|P0ACF4|DBHB_ECOLI	W3110_lambdaRed.CDS.440	100.0	100.0
sp|P0ACF8|HNS_ECOLI	W3110_lambdaRed.CDS.1205	100.0	100.0
sp|P0ACG1|STPA_ECOLI	W3110_lambdaRed.CDS.2662	100.0	100.0
sp|P0ACG8|HSLR_ECOLI	W3110_lambdaRed.CDS.3898	100.0	100.0
sp|P0ACH1|SFSB_ECOLI	W3110_lambdaRed.CDS.3191	100.0	100.0
sp|P0ACH5|MARA_ECOLI	W3110_lambdaRed.CDS.1516	100.0	100.0
sp|P0ACH8|MELR_ECOLI	W3110_lambdaRed.CDS.4144	100.0	100.0
sp|P0ACI0|ROB_ECOLI	W3110_lambdaRed.CDS.4435	100.0	100.0
sp|P0ACI3|XYLR_ECOLI	W3110_lambdaRed.CDS.3716	100.0	100.0
sp|P0ACI6|ASNC_ECOLI	W3110_lambdaRed.CDS.3531	100.0	100.0
sp|P0ACJ0|LRP_ECOLI	W3110_lambdaRed.CDS.892	100.0	100.0
sp|P0ACJ5|DECR_ECOLI	W3110_lambdaRed.CDS.447	100.0	100.0
sp|P0ACK2|AGAR_ECOLI	W3110_lambdaRed.CDS.3133	100.0	100.0
sp|P0ACK8|FUCR_ECOLI	W3110_lambdaRed.CDS.2807	100.0	100.0
sp|P0ACQ7|TDCA_ECOLI	W3110_lambdaRed.CDS.3120	100.0	100.0
sp|P0ACL0|GLPR_ECOLI	W3110_lambdaRed.CDS.3875	100.0	100.0
sp|P0ACL2|EXUR_ECOLI	W3110_lambdaRed.CDS.3096	100.0	100.0
sp|P0ACL5|GLCC_ECOLI	W3110_lambdaRed.CDS.2980	100.0	100.0
sp|P0ACL7|LLDR_ECOLI	W3110_lambdaRed.CDS.3678	100.0	100.0
sp|P0ACL9|PDHR_ECOLI	W3110_lambdaRed.CDS.109	100.0	100.0
sp|P0ACM2|RSPR_ECOLI	W3110_lambdaRed.CDS.1526	100.0	100.0
sp|P0ACM5|YEGW_ECOLI	W3110_lambdaRed.CDS.2089	100.0	100.0
sp|P0ACM9|YIHL_ECOLI	W3110_lambdaRed.CDS.3413	100.0	100.0
sp|P0ACN2|YTFH_ECOLI	W3110_lambdaRed.CDS.4237	100.0	100.0
sp|P0ACN7|CYTR_ECOLI	W3110_lambdaRed.CDS.3348	100.0	100.0
sp|P0ACP1|CRA_ECOLI	W3110_lambdaRed.CDS.77	100.0	100.0
sp|P0ACP5|GNTR_ECOLI	W3110_lambdaRed.CDS.3860	100.0	100.0
sp|P0ACP7|PURR_ECOLI	W3110_lambdaRed.CDS.1643	100.0	100.0
sp|P0ACQ0|RBSR_ECOLI	W3110_lambdaRed.CDS.3521	100.0	100.0
sp|P0ACE7|HINT_ECOLI	W3110_lambdaRed.CDS.1068	100.0	100.0
sp|P0ACE3|HHA_ECOLI	W3110_lambdaRed.CDS.460	100.0	100.0
sp|P0ACE0|MBHM_ECOLI	W3110_lambdaRed.CDS.2994	100.0	100.0
sp|P0ACD8|MBHL_ECOLI	W3110_lambdaRed.CDS.978	100.0	100.0
sp|P0AC51|ZUR_ECOLI	W3110_lambdaRed.CDS.4062	100.0	100.0
sp|P0AC53|G6PD_ECOLI	W3110_lambdaRed.CDS.1843	100.0	100.0
sp|P0AC55|GLNK_ECOLI	W3110_lambdaRed.CDS.451	100.0	100.0
sp|P0AC59|GLRX2_ECOLI	W3110_lambdaRed.CDS.1027	100.0	100.0
sp|P0AC62|GLRX3_ECOLI	W3110_lambdaRed.CDS.3672	100.0	100.0
sp|P0AC65|NRDH_ECOLI	W3110_lambdaRed.CDS.2666	100.0	100.0
sp|P0AC69|GLRX4_ECOLI	W3110_lambdaRed.CDS.1637	100.0	100.0
sp|P0AC73|EBGC_ECOLI	W3110_lambdaRed.CDS.3077	100.0	100.0
sp|P0AC78|WECA_ECOLI	W3110_lambdaRed.CDS.3498	100.0	100.0
sp|P0AC81|LGUL_ECOLI	W3110_lambdaRed.CDS.1634	100.0	100.0
sp|P0AC84|GLO2_ECOLI	W3110_lambdaRed.CDS.209	100.0	100.0
sp|P0AC86|PHSG_ECOLI	W3110_lambdaRed.CDS.3869	100.0	100.0
sp|P0AC88|GM4D_ECOLI	W3110_lambdaRed.CDS.2038	100.0	100.0
sp|P0AC94|GNTP_ECOLI	W3110_lambdaRed.CDS.4353	100.0	100.0
sp|P0AC96|GNTU_ECOLI	W3110_lambdaRed.CDS.3862	100.0	100.0
sp|P0AC98|SATP_ECOLI	W3110_lambdaRed.CDS.9	100.0	100.0
sp|P0ACA1|YIBF_ECOLI	W3110_lambdaRed.CDS.3692	100.0	100.0
sp|P0ACA3|SSPA_ECOLI	W3110_lambdaRed.CDS.3233	100.0	100.0
sp|P0ACA7|GSTB_ECOLI	W3110_lambdaRed.CDS.840	100.0	100.0
sp|P0ACB0|DNAB_ECOLI	W3110_lambdaRed.CDS.4069	100.0	100.0
sp|P0ACB2|HEM2_ECOLI	W3110_lambdaRed.CDS.365	100.0	100.0
sp|P0ACB4|HEMG_ECOLI	W3110_lambdaRed.CDS.3436	100.0	100.0
sp|P0ACB7|HEMY_ECOLI	W3110_lambdaRed.CDS.3482	100.0	100.0
sp|P0ACC1|PRMC_ECOLI	W3110_lambdaRed.CDS.1181	100.0	100.0
sp|P0ACC3|ERPA_ECOLI	W3110_lambdaRed.CDS.156	100.0	100.0
sp|P0ACC7|GLMU_ECOLI	W3110_lambdaRed.CDS.3544	100.0	100.0
sp|P0ACC9|WCAB_ECOLI	W3110_lambdaRed.CDS.2043	100.0	100.0
sp|P0ACD2|WCAF_ECOLI	W3110_lambdaRed.CDS.2039	100.0	100.0
sp|P0ACD4|ISCU_ECOLI	W3110_lambdaRed.CDS.2532	100.0	100.0
sp|P0ACQ4|OXYR_ECOLI	W3110_lambdaRed.CDS.3320	100.0	100.0
sp|P0ACR0|ALLS_ECOLI	W3110_lambdaRed.CDS.503	100.0	100.0
sp|P0AC44|DHSD_ECOLI	W3110_lambdaRed.CDS.725	100.0	100.0
sp|P0AD37|YFEC_ECOLI	W3110_lambdaRed.CDS.2404	100.0	100.0
sp|P0AD01|DCUR_ECOLI	W3110_lambdaRed.CDS.4150	100.0	100.0
sp|P0AD05|YECA_ECOLI	W3110_lambdaRed.CDS.1902	100.0	100.0
sp|P0AD07|YECF_ECOLI	W3110_lambdaRed.CDS.1907	100.0	100.0
sp|P0AD10|YECJ_ECOLI	W3110_lambdaRed.CDS.1895	100.0	100.0
sp|P0AD12|YEEZ_ECOLI	W3110_lambdaRed.CDS.2002	100.0	100.0
sp|P0AD14|BTSS_ECOLI	W3110_lambdaRed.CDS.2115	100.0	100.0
sp|P0AD17|YOHC_ECOLI	W3110_lambdaRed.CDS.2125	100.0	100.0
sp|P0AD19|YOHK_ECOLI	W3110_lambdaRed.CDS.2133	100.0	100.0
sp|P0AD21|YEJG_ECOLI	W3110_lambdaRed.CDS.2177	100.0	100.0
sp|P0AD24|YEJL_ECOLI	W3110_lambdaRed.CDS.2184	100.0	100.0
sp|P0AD27|YEJM_ECOLI	W3110_lambdaRed.CDS.2185	100.0	100.0
sp|P0AD30|YFCA_ECOLI	W3110_lambdaRed.CDS.2334	100.0	100.0
sp|P0AD33|YFCZ_ECOLI	W3110_lambdaRed.CDS.2351	100.0	100.0
sp|P0AD35|YFDO_ECOLI	W3110_lambdaRed.CDS.2364	100.0	100.0
sp|P0AD40|YPEB_ECOLI	W3110_lambdaRed.CDS.2415	100.0	100.0
sp|P0ACR2|YDHB_ECOLI	W3110_lambdaRed.CDS.1644	100.0	100.0
sp|P0AD42|PGPC_ECOLI	W3110_lambdaRed.CDS.2563	100.0	100.0
sp|P0AD44|YFHG_ECOLI	W3110_lambdaRed.CDS.2558	100.0	100.0
sp|P0AD47|YPHA_ECOLI	W3110_lambdaRed.CDS.2546	100.0	100.0
sp|P0AD49|YFIA_ECOLI	W3110_lambdaRed.CDS.2597	100.0	100.0
sp|P0AD53|YGAC_ECOLI	W3110_lambdaRed.CDS.2664	100.0	100.0
sp|P0AD57|ISPB_ECOLI	W3110_lambdaRed.CDS.3190	100.0	100.0
sp|P0AD59|IVY_ECOLI	W3110_lambdaRed.CDS.216	100.0	100.0
sp|P0AD61|KPYK1_ECOLI	W3110_lambdaRed.CDS.1660	100.0	100.0
sp|P0AD65|MRDA_ECOLI	W3110_lambdaRed.CDS.646	100.0	100.0
sp|P0AD68|FTSI_ECOLI	W3110_lambdaRed.CDS.82	100.0	100.0
sp|P0AD70|AMPH_ECOLI	W3110_lambdaRed.CDS.372	100.0	100.0
sp|P0AD96|LIVJ_ECOLI	W3110_lambdaRed.CDS.3836	100.0	100.0
sp|P0AD99|BRNQ_ECOLI	W3110_lambdaRed.CDS.400	100.0	100.0
sp|P0ADA1|TESA_ECOLI	W3110_lambdaRed.CDS.495	100.0	100.0
sp|P0ACZ8|CUSR_ECOLI	W3110_lambdaRed.CDS.571	100.0	100.0
sp|P23876|FEPD_ECOLI	W3110_lambdaRed.CDS.595	100.0	100.0
sp|P0ACZ2|ETP_ECOLI	W3110_lambdaRed.CDS.987	100.0	100.0
sp|P0ACY9|YEBG_ECOLI	W3110_lambdaRed.CDS.1839	100.0	100.0
sp|P0ACR4|YEIE_ECOLI	W3110_lambdaRed.CDS.2150	100.0	100.0
sp|P0ACR7|YFER_ECOLI	W3110_lambdaRed.CDS.2413	100.0	100.0
sp|P0ACR9|MPRA_ECOLI	W3110_lambdaRed.CDS.2678	100.0	100.0
sp|P0ACS2|SOXR_ECOLI	W3110_lambdaRed.CDS.4083	100.0	100.0
sp|P0ACS5|ZNTR_ECOLI	W3110_lambdaRed.CDS.4007	100.0	100.0
sp|P0ACS7|RPIR_ECOLI	W3110_lambdaRed.CDS.4115	100.0	100.0
sp|P0ACS9|ACRR_ECOLI	W3110_lambdaRed.CDS.464	100.0	100.0
sp|P0ACT2|ENVR_ECOLI	W3110_lambdaRed.CDS.3268	100.0	100.0
sp|P0ACT6|UIDR_ECOLI	W3110_lambdaRed.CDS.1600	100.0	100.0
sp|P0ACU0|CECR_ECOLI	W3110_lambdaRed.CDS.798	100.0	100.0
sp|P0ACU5|FABR_ECOLI	W3110_lambdaRed.CDS.3317	100.0	100.0
sp|P0ACU7|YJDC_ECOLI	W3110_lambdaRed.CDS.4162	100.0	100.0
sp|P0ACV0|LPXL_ECOLI	W3110_lambdaRed.CDS.1016	100.0	100.0
sp|P0ACV2|LPXP_ECOLI	W3110_lambdaRed.CDS.2386	100.0	100.0
sp|P0ACV4|LAPA_ECOLI	W3110_lambdaRed.CDS.1251	100.0	100.0
sp|P0ACV6|MPAA_ECOLI	W3110_lambdaRed.CDS.1303	100.0	100.0
sp|P0ACV8|YMJA_ECOLI	W3110_lambdaRed.CDS.1269	100.0	100.0
sp|P0ACW0|YDAF_ECOLI	W3110_lambdaRed.CDS.1331	100.0	100.0
sp|P0ACW2|YDBJ_ECOLI	W3110_lambdaRed.CDS.1357	100.0	100.0
sp|P0ACW4|YDCA_ECOLI	W3110_lambdaRed.CDS.1400	100.0	100.0
sp|P0ACW6|YDCH_ECOLI	W3110_lambdaRed.CDS.1405	100.0	100.0
sp|P0ACW8|YDFA_ECOLI	W3110_lambdaRed.CDS.1553	100.0	100.0
sp|P0ACX0|YDGC_ECOLI	W3110_lambdaRed.CDS.1589	100.0	100.0
sp|P0ACX3|YDHR_ECOLI	W3110_lambdaRed.CDS.1650	100.0	100.0
sp|P0ACX5|FUMD_ECOLI	W3110_lambdaRed.CDS.1659	100.0	100.0
sp|P0ACX9|YDIE_ECOLI	W3110_lambdaRed.CDS.1690	100.0	100.0
sp|P0ACY1|YDJA_ECOLI	W3110_lambdaRed.CDS.1753	100.0	100.0
sp|P0ACY3|YEAG_ECOLI	W3110_lambdaRed.CDS.1771	100.0	100.0
sp|P0ACY6|YEAL_ECOLI	W3110_lambdaRed.CDS.1776	100.0	100.0
sp|P0AC47|FRDB_ECOLI	W3110_lambdaRed.CDS.4182	100.0	100.0
sp|P0AC41|SDHA_ECOLI	W3110_lambdaRed.CDS.726	100.0	100.0
sp|P0AAZ4|RARA_ECOLI	W3110_lambdaRed.CDS.895	100.0	100.0
sp|P0ABD5|ACCA_ECOLI	W3110_lambdaRed.CDS.186	100.0	100.0
sp|P0AB93|ARSB_ECOLI	W3110_lambdaRed.CDS.3791	100.0	100.0
sp|P0AB96|ARSC_ECOLI	W3110_lambdaRed.CDS.3790	100.0	100.0
sp|P0AB98|ATP6_ECOLI	W3110_lambdaRed.CDS.3536	100.0	100.0
sp|P0ABA0|ATPF_ECOLI	W3110_lambdaRed.CDS.3538	100.0	100.0
sp|P0ABA4|ATPD_ECOLI	W3110_lambdaRed.CDS.3539	100.0	100.0
sp|P0ABA6|ATPG_ECOLI	W3110_lambdaRed.CDS.3541	100.0	100.0
sp|P0ABB0|ATPA_ECOLI	W3110_lambdaRed.CDS.3540	100.0	100.0
sp|P0ABB4|ATPB_ECOLI	W3110_lambdaRed.CDS.3542	100.0	100.0
sp|P0ABB8|ATMA_ECOLI	W3110_lambdaRed.CDS.4267	100.0	100.0
sp|P0ABC0|ATPZ_ECOLI	W3110_lambdaRed.CDS.3535	100.0	100.0
sp|P0ABC3|HFLC_ECOLI	W3110_lambdaRed.CDS.4201	100.0	100.0
sp|P0ABC7|HFLK_ECOLI	W3110_lambdaRed.CDS.4200	100.0	100.0
sp|P0ABC9|BETT_ECOLI	W3110_lambdaRed.CDS.310	100.0	100.0
sp|P0ABD3|BFR_ECOLI	W3110_lambdaRed.CDS.3963	100.0	100.0
sp|P0ABD8|BCCP_ECOLI	W3110_lambdaRed.CDS.3259	100.0	100.0
sp|P0ABJ3|CYOC_ECOLI	W3110_lambdaRed.CDS.429	100.0	100.0
sp|P0ABE2|BOLA_ECOLI	W3110_lambdaRed.CDS.434	100.0	100.0
sp|P0ABE5|C561_ECOLI	W3110_lambdaRed.CDS.1399	100.0	100.0
sp|P0ABE9|CYNT_ECOLI	W3110_lambdaRed.CDS.336	100.0	100.0
sp|P0ABF4|EUTM_ECOLI	W3110_lambdaRed.CDS.2453	100.0	100.0
sp|P0ABF6|CDD_ECOLI	W3110_lambdaRed.CDS.2134	100.0	100.0
